canonical_smiles,molecule_chembl_id,standard_type,standard_units,standard_value,target_chembl_id,type,units,value,target_name,target_organism
COc1c(O)ccc2c1ccc1c(Cc3ccc(O)cc3)c(O)cc(OC)c12,CHEMBL181441,IC50,nM,30000.0,CHEMBL3186,IC50,uM,30.0,Beta tubulin,Leishmania donovani
COc1c(Cc2ccc(O)cc2)c(O)c(Cc2ccc(O)cc2)c2c1-c1ccc(O)cc1CC2,CHEMBL181587,IC50,nM,30000.0,CHEMBL3186,IC50,uM,30.0,Beta tubulin,Leishmania donovani
COc1cc(O)c2c(c1Cc1ccc(O)cc1)CCc1cc(O)ccc1-2,CHEMBL365485,IC50,nM,300000.0,CHEMBL3186,IC50,uM,300.0,Beta tubulin,Leishmania donovani
COc1cc(O)c(Cc2ccc(O)cc2)c(CCc2cccc(O)c2)c1Cc1ccc(O)cc1,CHEMBL182868,IC50,nM,10000.0,CHEMBL3186,IC50,uM,10.0,Beta tubulin,Leishmania donovani
COc1cc(O)cc(CCc2cccc(O)c2)c1Cc1ccc(O)cc1,CHEMBL182906,IC50,nM,10000.0,CHEMBL3186,IC50,uM,10.0,Beta tubulin,Leishmania donovani
COc1cc(O)c(-c2c(O)cc(OC)c3c2ccc2cc(O)ccc23)c2c1-c1ccc(O)cc1CC2,CHEMBL369741,IC50,nM,30000.0,CHEMBL3186,IC50,uM,30.0,Beta tubulin,Leishmania donovani
COc1cc(O)c(-c2c(O)cc(OC)c3c2ccc2cc(O)ccc23)c2ccc3cc(O)ccc3c12,CHEMBL359501,IC50,nM,30000.0,CHEMBL3186,IC50,uM,30.0,Beta tubulin,Leishmania donovani
COc1cc(O)c(-c2c(O)cc3c(c2OC)-c2ccc(O)cc2CC3)c2c1-c1ccc(O)cc1CC2,CHEMBL185178,IC50,nM,30000.0,CHEMBL3186,IC50,uM,30.0,Beta tubulin,Leishmania donovani
CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,CHEMBL159,IC50,nM,1000.0,CHEMBL3186,IC50,uM,1.0,Beta tubulin,Leishmania donovani
COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1O,CHEMBL67,IC50,nM,1900.0,CHEMBL3186,IC50,uM,1.9,Beta tubulin,Leishmania donovani
O=C(c1cccs1)N1CCc2cc(S(=O)(=O)N3C[C@H](c4ccccc4)NC3=O)ccc21,CHEMBL188453,IC50,nM,1600.0,CHEMBL3186,IC50,uM,1.6,Beta tubulin,Leishmania donovani
O=C(c1ccc([N+](=O)[O-])o1)N1CCc2cc(S(=O)(=O)N3C[C@H](c4ccccc4)NC3=O)ccc21,CHEMBL188420,IC50,nM,40000.0,CHEMBL3186,IC50,uM,40.0,Beta tubulin,Leishmania donovani
O=C(CNc1ccccc1)N1CCc2cc(S(=O)(=O)N3C[C@H](c4ccccc4)NC3=O)ccc21,CHEMBL361893,IC50,nM,3500.0,CHEMBL3186,IC50,uM,3.5,Beta tubulin,Leishmania donovani
O=C(NC1CCCCC1)N1CCc2cc(S(=O)(=O)N3C[C@H](c4ccccc4)NC3=O)ccc21,CHEMBL191213,IC50,nM,2000.0,CHEMBL3186,IC50,uM,2.0,Beta tubulin,Leishmania donovani
O=C(NCCN1CCOCC1)N1CCc2cc(S(=O)(=O)N3C[C@H](c4ccccc4)NC3=O)ccc21,CHEMBL363690,IC50,nM,30000.0,CHEMBL3186,IC50,uM,30.0,Beta tubulin,Leishmania donovani
CCOC(=O)N1CCc2cc(S(=O)(=O)N3C[C@H](c4ccccc4)NC3=O)ccc21,CHEMBL188768,IC50,nM,1500.0,CHEMBL3186,IC50,uM,1.5,Beta tubulin,Leishmania donovani
O=C(c1cc(Cl)nc(Cl)c1)N1CCc2cc(S(=O)(=O)N3C[C@H](c4ccccc4)NC3=O)ccc21,CHEMBL365509,IC50,nM,22000.0,CHEMBL3186,IC50,uM,22.0,Beta tubulin,Leishmania donovani
CN1CCN(CCOC(=O)N2CCc3cc(S(=O)(=O)N4C[C@H](c5ccccc5)NC4=O)ccc32)CC1,CHEMBL364096,IC50,nM,30000.0,CHEMBL3186,IC50,uM,30.0,Beta tubulin,Leishmania donovani
O=C(c1ccco1)N1CCc2cc(S(=O)(=O)N3CC(c4cccs4)NC3=O)ccc21,CHEMBL190702,IC50,nM,4000.0,CHEMBL3186,IC50,uM,4.0,Beta tubulin,Leishmania donovani
Nc1ccc(C(=O)N2CCc3cc(S(=O)(=O)N4CC(c5cccs5)NC4=O)ccc32)cc1,CHEMBL362333,IC50,nM,10500.0,CHEMBL3186,IC50,uM,10.5,Beta tubulin,Leishmania donovani
Nc1ccc(C(=O)N2CCc3cc(S(=O)(=O)N4CC(c5ccc(F)cc5)NC4=O)ccc32)cc1,CHEMBL187716,IC50,nM,25000.0,CHEMBL3186,IC50,uM,25.0,Beta tubulin,Leishmania donovani
CCOC(=O)Nc1ccc(S(=O)(=O)N2C[C@H](c3ccccc3)NC2=O)cc1C,CHEMBL187414,IC50,nM,6000.0,CHEMBL3186,IC50,uM,6.0,Beta tubulin,Leishmania donovani
Nc1ccc(C(=O)Nc2ccc(S(=O)(=O)N3C[C@H](c4ccccc4)NC3=O)cc2Cl)cc1,CHEMBL362529,IC50,nM,5500.0,CHEMBL3186,IC50,uM,5.5,Beta tubulin,Leishmania donovani
O=C(c1ccncc1)N1CCc2cc(S(=O)(=O)N3C[C@H](c4ccccc4)NC3=O)ccc21,CHEMBL361244,IC50,nM,10300.0,CHEMBL3186,IC50,uM,10.3,Beta tubulin,Leishmania donovani
Nc1ccc(C(=O)N2CCc3cc(S(=O)(=O)N4C[C@H](c5ccccc5)NC4=O)ccc32)cc1,CHEMBL186524,IC50,nM,1500.0,CHEMBL3186,IC50,uM,1.5,Beta tubulin,Leishmania donovani
COc1cc(C(=O)c2c(N)sc3ccccc23)cc(OC)c1OC,CHEMBL189355,IC50,nM,3100.0,CHEMBL3186,IC50,uM,3.1,Beta tubulin,Leishmania donovani
COc1cc(C(=O)c2sc3ccccc3c2N)cc(OC)c1OC,CHEMBL371795,IC50,nM,4200.0,CHEMBL3186,IC50,uM,4.2,Beta tubulin,Leishmania donovani
COc1cc(C(=O)c2sc3cc(C)ccc3c2N)cc(OC)c1OC,CHEMBL190320,IC50,nM,1300.0,CHEMBL3186,IC50,uM,1.3,Beta tubulin,Leishmania donovani
COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1O,CHEMBL67,IC50,nM,2000.0,CHEMBL3186,IC50,uM,2.0,Beta tubulin,Leishmania donovani
O=C(N[C@@H](COCc1ccccc1)C(=O)ON1C(=O)CCC1=O)OCc1ccccc1,CHEMBL204200,IC50,nM,23500.0,CHEMBL4751,IC50,uM,23.5,Cysteine protease,Leishmania donovani
CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)CCCNC(=N)N,CHEMBL191881,IC50,nM,10.0,CHEMBL4751,IC50,uM,0.01,Cysteine protease,Leishmania donovani
O=C(CSc1nc2ccccc2o1)NCCSCc1ccco1,CHEMBL381970,IC50,nM,43000.0,CHEMBL4751,IC50,uM,43.0,Cysteine protease,Leishmania donovani
O=C(CNC(=O)OCc1ccccc1)N[C@@H](Cc1ccccc1)C(=O)OCc1ccccc1,CHEMBL426667,IC50,nM,31400.0,CHEMBL4751,IC50,uM,31.4,Cysteine protease,Leishmania donovani
O=C(CS(=O)(=O)c1ccc(Cl)cc1)NCCS(=O)(=O)c1ccccc1,CHEMBL204036,IC50,nM,24900.0,CHEMBL4751,IC50,uM,24.9,Cysteine protease,Leishmania donovani
O=C(O)c1ccccc1N/N=C/c1ccc(/C=N/Nc2ccccc2C(=O)O)cc1,CHEMBL224801,IC50,nM,72000.0,CHEMBL4751,IC50,uM,72.0,Cysteine protease,Leishmania donovani
O=C(Cn1nnc(-c2ccccc2)n1)N/N=C1\C(=O)Nc2ccccc21,CHEMBL224915,IC50,nM,129500.0,CHEMBL4751,IC50,uM,129.5,Cysteine protease,Leishmania donovani
O=C(CN1C(=O)/C(=N\NC(=O)c2ccncc2)c2ccccc21)Nc1ccccc1,CHEMBL426564,IC50,nM,62600.0,CHEMBL4751,IC50,uM,62.6,Cysteine protease,Leishmania donovani
Oc1cccc(/C=N\c2cccc3c(/N=C/c4cccc(O)c4O)cccc23)c1O,CHEMBL222325,IC50,nM,112900.0,CHEMBL4751,IC50,uM,112.9,Cysteine protease,Leishmania donovani
Oc1ccc(/C=N/c2ccc(/N=C/c3ccc(O)cc3O)c(Cl)c2)c(O)c1,CHEMBL222870,IC50,nM,65300.0,CHEMBL4751,IC50,uM,65.3,Cysteine protease,Leishmania donovani
CC(C)CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)O)C(C)C)C(C)C,CHEMBL296588,IC50,nM,160.0,CHEMBL4751,IC50,uM,0.16,Cysteine protease,Leishmania donovani
CCCCCCCC(O)(P(=O)(O)O)P(=O)(O)O,CHEMBL298547,IC50,nM,19940.0,CHEMBL3693,IC50,uM,19.94,Farnesyl pyrophosphate synthase,Leishmania donovani
CCCCCCCCNC(P(=O)(O)O)P(=O)(O)O,CHEMBL52251,IC50,nM,1060.0,CHEMBL3693,IC50,uM,1.06,Farnesyl pyrophosphate synthase,Leishmania donovani
O.O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,CHEMBL4303669,IC50,nM,110.0,CHEMBL3693,IC50,uM,0.11,Farnesyl pyrophosphate synthase,Leishmania donovani
CN(CCCc1ccccc1)CCC(O)(P(=O)(O)O)P(=O)(O)O,CHEMBL54537,IC50,nM,500.0,CHEMBL3693,IC50,uM,0.5,Farnesyl pyrophosphate synthase,Leishmania donovani
O=P(O)(O)C(Nc1cccc(-c2ccccc2)c1)P(=O)(O)O,CHEMBL55371,IC50,nM,100000.0,CHEMBL3693,IC50,uM,100.0,Farnesyl pyrophosphate synthase,Leishmania donovani
O=P(O)(O)C(CNc1ccccn1)P(=O)(O)O,CHEMBL294192,IC50,nM,170.0,CHEMBL3693,IC50,uM,0.17,Farnesyl pyrophosphate synthase,Leishmania donovani
CN(CCc1ccccc1)CCC(O)(P(=O)(O)O)P(=O)(O)O,CHEMBL301244,IC50,nM,310.0,CHEMBL3693,IC50,uM,0.31,Farnesyl pyrophosphate synthase,Leishmania donovani
CN(CCC(O)(P(=O)(O)O)P(=O)(O)O)C1CCCCC1,CHEMBL55988,IC50,nM,480.0,CHEMBL3693,IC50,uM,0.48,Farnesyl pyrophosphate synthase,Leishmania donovani
O=P(O)(O)C(Nc1cccnc1)P(=O)(O)O,CHEMBL301065,IC50,nM,160.0,CHEMBL3693,IC50,uM,0.16,Farnesyl pyrophosphate synthase,Leishmania donovani
O=P(O)(O)C(NC1CCCC1)P(=O)(O)O,CHEMBL58830,IC50,nM,540.0,CHEMBL3693,IC50,uM,0.54,Farnesyl pyrophosphate synthase,Leishmania donovani
O=P(O)(O)C(NC1CCCCC1)P(=O)(O)O,CHEMBL56253,IC50,nM,160.0,CHEMBL3693,IC50,uM,0.16,Farnesyl pyrophosphate synthase,Leishmania donovani
CCC(C)CNC(P(=O)(O)O)P(=O)(O)O,CHEMBL56011,IC50,nM,360.0,CHEMBL3693,IC50,uM,0.36,Farnesyl pyrophosphate synthase,Leishmania donovani
CCCCCCCCCCCCCC(O)(P(=O)(O)O)P(=O)(O)O,CHEMBL55810,IC50,nM,100000.0,CHEMBL3693,IC50,uM,100.0,Farnesyl pyrophosphate synthase,Leishmania donovani
CCCCCCCCCCC(O)(P(=O)(O)O)P(=O)(O)O,CHEMBL298852,IC50,nM,3420.0,CHEMBL3693,IC50,uM,3.42,Farnesyl pyrophosphate synthase,Leishmania donovani
O=P(O)(O)C(O)(CCNCCCCc1ccccc1)P(=O)(O)O,CHEMBL55464,IC50,nM,250.0,CHEMBL3693,IC50,uM,0.25,Farnesyl pyrophosphate synthase,Leishmania donovani
CN(CCCCc1ccccc1)CCC(O)(P(=O)(O)O)P(=O)(O)O,CHEMBL56073,IC50,nM,490.0,CHEMBL3693,IC50,uM,0.49,Farnesyl pyrophosphate synthase,Leishmania donovani
CCCCCCCCCCCCCCCC(O)(P(=O)(O)O)P(=O)(O)O,CHEMBL55837,IC50,nM,6500.0,CHEMBL3693,IC50,uM,6.5,Farnesyl pyrophosphate synthase,Leishmania donovani
O=P(O)(O)C(NCCCc1ccccc1)P(=O)(O)O,CHEMBL431735,IC50,nM,10740.0,CHEMBL3693,IC50,uM,10.74,Farnesyl pyrophosphate synthase,Leishmania donovani
CCCCCCCCCCCC(O)(P(=O)(O)O)P(=O)(O)O,CHEMBL416301,IC50,nM,7750.0,CHEMBL3693,IC50,uM,7.75,Farnesyl pyrophosphate synthase,Leishmania donovani
CCCCCCCCCNC(P(=O)(O)O)P(=O)(O)O,CHEMBL417549,IC50,nM,900.0,CHEMBL3693,IC50,uM,0.9,Farnesyl pyrophosphate synthase,Leishmania donovani
O=P(O)(O)C(Nc1nccc2ccccc12)P(=O)(O)O,CHEMBL291727,IC50,nM,430.0,CHEMBL3693,IC50,uM,0.43,Farnesyl pyrophosphate synthase,Leishmania donovani
CCN(CC)C(P(=O)(O)O)P(=O)(O)O,CHEMBL54344,IC50,nM,18200.0,CHEMBL3693,IC50,uM,18.2,Farnesyl pyrophosphate synthase,Leishmania donovani
CCCCc1ccc(NC(P(=O)(O)O)P(=O)(O)O)cc1,CHEMBL56028,IC50,nM,100000.0,CHEMBL3693,IC50,uM,100.0,Farnesyl pyrophosphate synthase,Leishmania donovani
CCCCCCCc1ccc(NC(P(=O)(O)O)P(=O)(O)O)cc1,CHEMBL433833,IC50,nM,100000.0,CHEMBL3693,IC50,uM,100.0,Farnesyl pyrophosphate synthase,Leishmania donovani
CCCCCCC(O)(P(=O)(O)O)P(=O)(O)O,CHEMBL55264,IC50,nM,5880.0,CHEMBL3693,IC50,uM,5.88,Farnesyl pyrophosphate synthase,Leishmania donovani
CN(CCOc1ccccc1)CCC(O)(P(=O)(O)O)P(=O)(O)O,CHEMBL53982,IC50,nM,450.0,CHEMBL3693,IC50,uM,0.45,Farnesyl pyrophosphate synthase,Leishmania donovani
CC(C)CCNC(P(=O)(O)O)P(=O)(O)O,CHEMBL55856,IC50,nM,830.0,CHEMBL3693,IC50,uM,0.83,Farnesyl pyrophosphate synthase,Leishmania donovani
CCCCCNC(P(=O)(O)O)P(=O)(O)O,CHEMBL56255,IC50,nM,350.0,CHEMBL3693,IC50,uM,0.35,Farnesyl pyrophosphate synthase,Leishmania donovani
O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O,CHEMBL923,IC50,nM,170.0,CHEMBL3693,IC50,uM,0.17,Farnesyl pyrophosphate synthase,Leishmania donovani
CCCCCC(C)NC(P(=O)(O)O)P(=O)(O)O,CHEMBL54480,IC50,nM,1140.0,CHEMBL3693,IC50,uM,1.14,Farnesyl pyrophosphate synthase,Leishmania donovani
CCCCCCCCCC(O)(P(=O)(O)O)P(=O)(O)O,CHEMBL54004,IC50,nM,2370.0,CHEMBL3693,IC50,uM,2.37,Farnesyl pyrophosphate synthase,Leishmania donovani
O=P(O)(O)C(NC1CC1)P(=O)(O)O,CHEMBL292224,IC50,nM,40500.0,CHEMBL3693,IC50,uM,40.5,Farnesyl pyrophosphate synthase,Leishmania donovani
CCCCCCNC(P(=O)(O)O)P(=O)(O)O,CHEMBL56254,IC50,nM,1720.0,CHEMBL3693,IC50,uM,1.72,Farnesyl pyrophosphate synthase,Leishmania donovani
O=P(O)(O)C(NC1CCCCCCC1)P(=O)(O)O,CHEMBL412889,IC50,nM,2440.0,CHEMBL3693,IC50,uM,2.44,Farnesyl pyrophosphate synthase,Leishmania donovani
CCCCCC(O)(P(=O)(O)O)P(=O)(O)O,CHEMBL299988,IC50,nM,9600.0,CHEMBL3693,IC50,uM,9.6,Farnesyl pyrophosphate synthase,Leishmania donovani
CCCCCCC(CCCC)C(O)(P(=O)(O)O)P(=O)(O)O,CHEMBL54747,IC50,nM,6750.0,CHEMBL3693,IC50,uM,6.75,Farnesyl pyrophosphate synthase,Leishmania donovani
NCCC(O)(P(=O)(O)O)P(=O)(O)O,CHEMBL834,Ki,nM,190.0,CHEMBL3693,Ki,nM,190.0,Farnesyl pyrophosphate synthase,Leishmania donovani
NCCCC(O)(P(=O)(O)O)P(=O)(O)O,CHEMBL870,Ki,nM,95.0,CHEMBL3693,Ki,nM,95.0,Farnesyl pyrophosphate synthase,Leishmania donovani
O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O,CHEMBL923,Ki,nM,17.0,CHEMBL3693,Ki,nM,17.0,Farnesyl pyrophosphate synthase,Leishmania donovani
O.O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,CHEMBL4303669,Ki,nM,11.0,CHEMBL3693,Ki,nM,11.0,Farnesyl pyrophosphate synthase,Leishmania donovani
O=P([O-])(O)C(O)(C[n+]1ccccc1)P(=O)(O)O,CHEMBL191634,Ki,nM,18.0,CHEMBL3693,Ki,nM,18.0,Farnesyl pyrophosphate synthase,Leishmania donovani
Cc1ccc[n+](CC(O)(P(=O)([O-])O)P(=O)(O)O)c1,CHEMBL193356,Ki,nM,38.0,CHEMBL3693,Ki,nM,38.0,Farnesyl pyrophosphate synthase,Leishmania donovani
O=P([O-])(O)C(O)(C[n+]1cccc(-c2ccccc2)c1)P(=O)(O)O,CHEMBL192342,Ki,nM,9.0,CHEMBL3693,Ki,nM,9.0,Farnesyl pyrophosphate synthase,Leishmania donovani
O=P([O-])(O)C(O)(C[n+]1cccc(-c2ccc([O-])cc2)c1)P(=O)(O)O.[Na+],CHEMBL193619,Ki,nM,75.0,CHEMBL3693,Ki,nM,75.0,Farnesyl pyrophosphate synthase,Leishmania donovani
O=P([O-])(O)C(O)(C[n+]1cccc(Cc2ccccc2)c1)P(=O)(O)O,CHEMBL363434,Ki,nM,160.0,CHEMBL3693,Ki,nM,160.0,Farnesyl pyrophosphate synthase,Leishmania donovani
Cc1cccc(Cc2ccc[n+](CC(O)(P(=O)([O-])O)P(=O)(O)O)c2)c1,CHEMBL192938,Ki,nM,70.0,CHEMBL3693,Ki,nM,70.0,Farnesyl pyrophosphate synthase,Leishmania donovani
O=P([O-])(O)C(O)(C[n+]1cccc(-c2cccc(-c3ccccc3)c2)c1)P(=O)(O)O,CHEMBL192017,Ki,nM,950.0,CHEMBL3693,Ki,nM,950.0,Farnesyl pyrophosphate synthase,Leishmania donovani
O=P([O-])(O)C(O)(C[n+]1ccc2ccccc2c1)P(=O)(O)O,CHEMBL425896,Ki,nM,80.0,CHEMBL3693,Ki,nM,80.0,Farnesyl pyrophosphate synthase,Leishmania donovani
O=P([O-])(O)C(O)(C[n+]1cccc2cc(Cl)ccc21)P(=O)(O)O,CHEMBL193131,Ki,nM,380.0,CHEMBL3693,Ki,nM,380.0,Farnesyl pyrophosphate synthase,Leishmania donovani
CCc1ccc[n+](CC(O)(P(=O)([O-])O)P(=O)(O)O)c1,CHEMBL192043,Ki,nM,20.0,CHEMBL3693,Ki,nM,20.0,Farnesyl pyrophosphate synthase,Leishmania donovani
CCCCc1ccc[n+](CC(O)(P(=O)([O-])O)P(=O)(O)O)c1,CHEMBL373332,Ki,nM,20.0,CHEMBL3693,Ki,nM,20.0,Farnesyl pyrophosphate synthase,Leishmania donovani
COc1ccc[n+](CC(O)(P(=O)([O-])O)P(=O)(O)O)c1,CHEMBL363145,Ki,nM,30.0,CHEMBL3693,Ki,nM,30.0,Farnesyl pyrophosphate synthase,Leishmania donovani
O=P([O-])(O)C(O)(C[n+]1ccc(Cc2ccccc2)cc1)P(=O)(O)O,CHEMBL190258,Ki,nM,110.0,CHEMBL3693,Ki,nM,110.0,Farnesyl pyrophosphate synthase,Leishmania donovani
O=P([O-])(O)C(O)(C[n+]1cccc(F)c1)P(=O)(O)O,CHEMBL193722,Ki,nM,50.0,CHEMBL3693,Ki,nM,50.0,Farnesyl pyrophosphate synthase,Leishmania donovani
O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O,CHEMBL923,IC50,nM,170.0,CHEMBL3693,IC50,uM,0.17,Farnesyl pyrophosphate synthase,Leishmania donovani
O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O,CHEMBL923,IC50,nM,169.82,CHEMBL3693,Log IC50,,-6.77,Farnesyl pyrophosphate synthase,Leishmania donovani
CCn1c2ccccc2c2cc(NC(P(=O)(O)O)P(=O)(O)O)ccc21,CHEMBL200262,IC50,nM,100000.0,CHEMBL3693,Log IC50,,-4.0,Farnesyl pyrophosphate synthase,Leishmania donovani
CCCCCCCc1ccc(NC(P(=O)(O)O)P(=O)(O)O)cc1,CHEMBL433833,IC50,nM,100000.0,CHEMBL3693,Log IC50,,-4.0,Farnesyl pyrophosphate synthase,Leishmania donovani
O=P(O)(O)C(Nc1cccc(-c2ccccc2)c1)P(=O)(O)O,CHEMBL55371,IC50,nM,11460.0,CHEMBL3693,IC50,uM,11.46,Farnesyl pyrophosphate synthase,Leishmania donovani
O=P(O)(O)C(Nc1cccc(-c2ccccc2)c1)P(=O)(O)O,CHEMBL55371,IC50,nM,11481.54,CHEMBL3693,Log IC50,,-4.94,Farnesyl pyrophosphate synthase,Leishmania donovani
O=P(O)(O)C(O)(NC1CCCCCC1)P(=O)(O)O,CHEMBL199439,IC50,nM,228.0,CHEMBL3693,IC50,uM,0.228,Farnesyl pyrophosphate synthase,Leishmania donovani
O=P(O)(O)C(O)(NC1CCCCCC1)P(=O)(O)O,CHEMBL199439,IC50,nM,229.09,CHEMBL3693,Log IC50,,-6.64,Farnesyl pyrophosphate synthase,Leishmania donovani
CN(CCOc1ccccc1)CCC(O)(P(=O)(O)O)P(=O)(O)O,CHEMBL53982,IC50,nM,420.0,CHEMBL3693,IC50,uM,0.42,Farnesyl pyrophosphate synthase,Leishmania donovani
CN(CCOc1ccccc1)CCC(O)(P(=O)(O)O)P(=O)(O)O,CHEMBL53982,IC50,nM,416.87,CHEMBL3693,Log IC50,,-6.38,Farnesyl pyrophosphate synthase,Leishmania donovani
O=P(O)(O)C(Cc1cccc(-c2ccccc2)c1)S(=O)(=O)O,CHEMBL199653,IC50,nM,11000.0,CHEMBL3693,IC50,uM,11.0,Farnesyl pyrophosphate synthase,Leishmania donovani
O=P(O)(O)C(Cc1cccc(-c2ccccc2)c1)S(=O)(=O)O,CHEMBL199653,IC50,nM,10964.78,CHEMBL3693,Log IC50,,-4.96,Farnesyl pyrophosphate synthase,Leishmania donovani
Cc1cccnc1NC(P(=O)(O)O)P(=O)(O)O,CHEMBL55140,IC50,nM,112.0,CHEMBL3693,IC50,uM,0.112,Farnesyl pyrophosphate synthase,Leishmania donovani
Cc1cccnc1NC(P(=O)(O)O)P(=O)(O)O,CHEMBL55140,IC50,nM,112.2,CHEMBL3693,Log IC50,,-6.95,Farnesyl pyrophosphate synthase,Leishmania donovani
O=P(O)(O)C(O)(Cc1ccncc1)P(=O)(O)O,CHEMBL55886,IC50,nM,1340.0,CHEMBL3693,IC50,uM,1.34,Farnesyl pyrophosphate synthase,Leishmania donovani
O=P(O)(O)C(O)(Cc1ccncc1)P(=O)(O)O,CHEMBL55886,IC50,nM,1348.96,CHEMBL3693,Log IC50,,-5.87,Farnesyl pyrophosphate synthase,Leishmania donovani
O=P(O)(O)C(Nc1ccc(F)c(-c2ccccc2)c1)P(=O)(O)O,CHEMBL202878,IC50,nM,28600.0,CHEMBL3693,IC50,uM,28.6,Farnesyl pyrophosphate synthase,Leishmania donovani
O=P(O)(O)C(Nc1ccc(F)c(-c2ccccc2)c1)P(=O)(O)O,CHEMBL202878,IC50,nM,28840.32,CHEMBL3693,Log IC50,,-4.54,Farnesyl pyrophosphate synthase,Leishmania donovani
CCCCCCCCCC(O)(P(=O)(O)O)P(=O)(O)O,CHEMBL54004,IC50,nM,2370.0,CHEMBL3693,IC50,uM,2.37,Farnesyl pyrophosphate synthase,Leishmania donovani
CCCCCCCCCC(O)(P(=O)(O)O)P(=O)(O)O,CHEMBL54004,IC50,nM,2344.23,CHEMBL3693,Log IC50,,-5.63,Farnesyl pyrophosphate synthase,Leishmania donovani
Cc1cc(-c2cccc(CC(O)(P(=O)(O)O)P(=O)(O)O)c2)c(F)cc1F,CHEMBL200107,IC50,nM,12280.0,CHEMBL3693,IC50,uM,12.28,Farnesyl pyrophosphate synthase,Leishmania donovani
Cc1cc(-c2cccc(CC(O)(P(=O)(O)O)P(=O)(O)O)c2)c(F)cc1F,CHEMBL200107,IC50,nM,12302.69,CHEMBL3693,Log IC50,,-4.91,Farnesyl pyrophosphate synthase,Leishmania donovani
CCN1C(=O)c2ccccc2NC1c1nc(C(=O)OC)cc2c1[nH]c1ccccc12,CHEMBL3735110,Ki,nM,6500.0,CHEMBL2176840,Ki,uM,6.5,Trypanothione reductase,Leishmania donovani
COC(=O)c1cc2c([nH]c3ccccc32)c(C2Nc3ccccc3C(=O)N2c2ccc(Cl)cc2)n1,CHEMBL3736154,Ki,nM,7200.0,CHEMBL2176840,Ki,uM,7.2,Trypanothione reductase,Leishmania donovani
COC(=O)c1cc2c([nH]c3ccccc32)c(C2Nc3ccccc3C(=O)N2c2ccc(F)cc2)n1,CHEMBL3735942,Ki,nM,3900.0,CHEMBL2176840,Ki,uM,3.9,Trypanothione reductase,Leishmania donovani
COC(=O)c1cc2c([nH]c3ccccc32)c(C2Nc3ccccc3C(=O)N2Cc2ccc(OC)cc2)n1,CHEMBL3735109,Ki,nM,9200.0,CHEMBL2176840,Ki,uM,9.2,Trypanothione reductase,Leishmania donovani
COC(=O)c1cc2c([nH]c3ccccc32)c(C2Nc3ccccc3C(=O)N2Cc2ccc(Cl)c(Cl)c2)n1,CHEMBL3736017,Ki,nM,3700.0,CHEMBL2176840,Ki,uM,3.7,Trypanothione reductase,Leishmania donovani
CCCCCN1C(=O)c2ccccc2NC1c1nc(C(=O)OC)cc2c1[nH]c1ccccc12,CHEMBL3735035,Ki,nM,800.0,CHEMBL2176840,Ki,uM,0.8,Trypanothione reductase,Leishmania donovani
O[C@H](CC1c2ccccc2-c2ccccc21)CN1CCN(C[C@H](O)C[C@@H]2c3ccc(Br)cc3-c3cc(Br)cc(Br)c32)CC1,CHEMBL5630044,IC50,nM,98440.0,CHEMBL2176840,IC50,uM,98.44,Trypanothione reductase,Leishmania donovani
c1ccc2c(Cc3c[nH]c4ccccc34)c[nH]c2c1,CHEMBL446452,Kd,nM,760000.0,CHEMBL4296305,Kd,10'-4M,7.6,DNA topoisomerase I,Leishmania donovani (strain BPK282A1)
c1ccc2c(Cc3c[nH]c4ccccc34)c[nH]c2c1,CHEMBL446452,Kd,nM,530000.0,CHEMBL4296305,Kd,10'-4M,5.3,DNA topoisomerase I,Leishmania donovani (strain BPK282A1)
Cc1cccn2c1nc1c3ccccc3nc(-c3ccccc3)c12,CHEMBL5431960,IC50,nM,6750.0,CHEMBL4296305,IC50,uM,6.75,DNA topoisomerase I,Leishmania donovani (strain BPK282A1)
Cc1ccc(-c2nc3ccccc3c3nc4c(C)cccn4c23)cc1,CHEMBL5434027,IC50,nM,7250.0,CHEMBL4296305,IC50,uM,7.25,DNA topoisomerase I,Leishmania donovani (strain BPK282A1)
Cc1cccn2c1nc1c3ccccc3nc(-c3ccc(Cl)cc3)c12,CHEMBL5427724,IC50,nM,5500.0,CHEMBL4296305,IC50,uM,5.5,DNA topoisomerase I,Leishmania donovani (strain BPK282A1)
