canonical_smiles,molecule_chembl_id,standard_type,standard_units,standard_value,target_chembl_id,type,units,value,target_name,target_organism
C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,CHEMBL226335,IC50,nM,1531000.0,CHEMBL4295843,IC50,uM,1531.0,Dihydroorotate dehydrogenase (fumarate),Leishmania major
C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,CHEMBL226335,IC50,nM,1584893.19,CHEMBL4295843,pIC50,,2.8,Dihydroorotate dehydrogenase (fumarate),Leishmania major
O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,CHEMBL150,IC50,nM,388900.0,CHEMBL4295843,IC50,uM,388.9,Dihydroorotate dehydrogenase (fumarate),Leishmania major
O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,CHEMBL150,IC50,nM,398107.17,CHEMBL4295843,pIC50,,3.4,Dihydroorotate dehydrogenase (fumarate),Leishmania major
O=c1cc(-c2ccc(O)cc2)oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c12,CHEMBL487017,IC50,nM,105400.0,CHEMBL4295843,IC50,uM,105.4,Dihydroorotate dehydrogenase (fumarate),Leishmania major
O=c1cc(-c2ccc(O)cc2)oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c12,CHEMBL487017,IC50,nM,100000.0,CHEMBL4295843,pIC50,,4.0,Dihydroorotate dehydrogenase (fumarate),Leishmania major
COc1ccc(-c2oc3cc(O)c(OC)c(O)c3c(=O)c2OC)cc1,CHEMBL161957,IC50,nM,261800.0,CHEMBL4295843,IC50,uM,261.8,Dihydroorotate dehydrogenase (fumarate),Leishmania major
COc1ccc(-c2oc3cc(O)c(OC)c(O)c3c(=O)c2OC)cc1,CHEMBL161957,IC50,nM,251188.64,CHEMBL4295843,pIC50,,3.6,Dihydroorotate dehydrogenase (fumarate),Leishmania major
COc1cc(O)c2c(=O)cc(-c3ccc(OC)c(OC)c3)oc2c1,CHEMBL468876,IC50,nM,217000.0,CHEMBL4295843,IC50,uM,217.0,Dihydroorotate dehydrogenase (fumarate),Leishmania major
COc1cc(O)c2c(=O)cc(-c3ccc(OC)c(OC)c3)oc2c1,CHEMBL468876,IC50,nM,199526.23,CHEMBL4295843,pIC50,,3.7,Dihydroorotate dehydrogenase (fumarate),Leishmania major
O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,CHEMBL164,IC50,nM,29910.0,CHEMBL4295843,IC50,uM,29.91,Dihydroorotate dehydrogenase (fumarate),Leishmania major
O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,CHEMBL164,IC50,nM,31622.78,CHEMBL4295843,pIC50,,4.5,Dihydroorotate dehydrogenase (fumarate),Leishmania major
Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2,CHEMBL311498,IC50,nM,98300.0,CHEMBL4295843,IC50,uM,98.3,Dihydroorotate dehydrogenase (fumarate),Leishmania major
Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2,CHEMBL311498,IC50,nM,100000.0,CHEMBL4295843,pIC50,,4.0,Dihydroorotate dehydrogenase (fumarate),Leishmania major
O=c1c(O[C@@H]2O[C@H](CO[C@@H]3CC[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,CHEMBL4287504,IC50,nM,199000.0,CHEMBL4295843,IC50,uM,199.0,Dihydroorotate dehydrogenase (fumarate),Leishmania major
O=c1c(O[C@@H]2O[C@H](CO[C@@H]3CC[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,CHEMBL4287504,IC50,nM,199526.23,CHEMBL4295843,pIC50,,3.7,Dihydroorotate dehydrogenase (fumarate),Leishmania major
O=c1c(O)c(-c2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c2)oc2cc(O)cc(O)c12,CHEMBL402947,IC50,nM,162900.0,CHEMBL4295843,IC50,uM,162.9,Dihydroorotate dehydrogenase (fumarate),Leishmania major
O=c1c(O)c(-c2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c2)oc2cc(O)cc(O)c12,CHEMBL402947,IC50,nM,158489.32,CHEMBL4295843,pIC50,,3.8,Dihydroorotate dehydrogenase (fumarate),Leishmania major
COc1cc(/C=C/C(=O)O)ccc1O,CHEMBL32749,IC50,nM,413400.0,CHEMBL4295843,IC50,uM,413.4,Dihydroorotate dehydrogenase (fumarate),Leishmania major
COc1cc(/C=C/C(=O)O)ccc1O,CHEMBL32749,IC50,nM,398107.17,CHEMBL4295843,pIC50,,3.4,Dihydroorotate dehydrogenase (fumarate),Leishmania major
O=C(O)/C=C/c1ccccc1O,CHEMBL52564,IC50,nM,806300.0,CHEMBL4295843,IC50,uM,806.3,Dihydroorotate dehydrogenase (fumarate),Leishmania major
O=C(O)/C=C/c1ccccc1O,CHEMBL52564,IC50,nM,794328.23,CHEMBL4295843,pIC50,,3.1,Dihydroorotate dehydrogenase (fumarate),Leishmania major
O=C(O)/C=C/c1ccccc1,CHEMBL27246,IC50,nM,391600.0,CHEMBL4295843,IC50,uM,391.6,Dihydroorotate dehydrogenase (fumarate),Leishmania major
O=C(O)/C=C/c1ccccc1,CHEMBL27246,IC50,nM,398107.17,CHEMBL4295843,pIC50,,3.4,Dihydroorotate dehydrogenase (fumarate),Leishmania major
O=C(O)c1ccc(O)c(O)c1,CHEMBL37537,IC50,nM,922000.0,CHEMBL4295843,IC50,uM,922.0,Dihydroorotate dehydrogenase (fumarate),Leishmania major
O=C(O)c1ccc(O)c(O)c1,CHEMBL37537,IC50,nM,1000000.0,CHEMBL4295843,pIC50,,3.0,Dihydroorotate dehydrogenase (fumarate),Leishmania major
O=C(O)/C=C/c1ccc(O)c(O)c1,CHEMBL145,IC50,nM,1753000.0,CHEMBL4295843,IC50,uM,1753.0,Dihydroorotate dehydrogenase (fumarate),Leishmania major
O=C(O)/C=C/c1ccc(O)c(O)c1,CHEMBL145,IC50,nM,1584893.19,CHEMBL4295843,pIC50,,2.8,Dihydroorotate dehydrogenase (fumarate),Leishmania major
O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@@](O)(C(=O)O)C[C@@H](O)[C@@H]1O,CHEMBL249450,IC50,nM,1125000.0,CHEMBL4295843,IC50,uM,1125.0,Dihydroorotate dehydrogenase (fumarate),Leishmania major
O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@@](O)(C(=O)O)C[C@@H](O)[C@@H]1O,CHEMBL249450,IC50,nM,1258925.41,CHEMBL4295843,pIC50,,2.9,Dihydroorotate dehydrogenase (fumarate),Leishmania major
O=C(/C=C/c1ccc(O)c(O)c1)O[C@H]1[C@H](O)C[C@](O)(C(=O)O)C[C@H]1OC(=O)/C=C/c1ccc(O)c(O)c1,CHEMBL177126,IC50,nM,73200.0,CHEMBL4295843,IC50,uM,73.2,Dihydroorotate dehydrogenase (fumarate),Leishmania major
O=C(/C=C/c1ccc(O)c(O)c1)O[C@H]1[C@H](O)C[C@](O)(C(=O)O)C[C@H]1OC(=O)/C=C/c1ccc(O)c(O)c1,CHEMBL177126,IC50,nM,79432.82,CHEMBL4295843,pIC50,,4.1,Dihydroorotate dehydrogenase (fumarate),Leishmania major
O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1[C@H](O)C[C@@](O)(C(=O)O)C[C@H]1OC(=O)/C=C/c1ccc(O)c(O)c1,CHEMBL249448,IC50,nM,642400.0,CHEMBL4295843,IC50,uM,642.4,Dihydroorotate dehydrogenase (fumarate),Leishmania major
O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1[C@H](O)C[C@@](O)(C(=O)O)C[C@H]1OC(=O)/C=C/c1ccc(O)c(O)c1,CHEMBL249448,IC50,nM,630957.34,CHEMBL4295843,pIC50,,3.2,Dihydroorotate dehydrogenase (fumarate),Leishmania major
O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1CC(O)(C(=O)O)C[C@@H](OC(=O)/C=C/c2ccc(O)c(O)c2)C1O,CHEMBL4289566,IC50,nM,1277000.0,CHEMBL4295843,IC50,uM,1277.0,Dihydroorotate dehydrogenase (fumarate),Leishmania major
O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1CC(O)(C(=O)O)C[C@@H](OC(=O)/C=C/c2ccc(O)c(O)c2)C1O,CHEMBL4289566,IC50,nM,1258925.41,CHEMBL4295843,pIC50,,2.9,Dihydroorotate dehydrogenase (fumarate),Leishmania major
C[C@@](OC(=O)/C=C/c1ccc(O)c(O)c1)(C(=O)O)[C@@H](O)CO,CHEMBL4281688,IC50,nM,417500.0,CHEMBL4295843,IC50,uM,417.5,Dihydroorotate dehydrogenase (fumarate),Leishmania major
C[C@@](OC(=O)/C=C/c1ccc(O)c(O)c1)(C(=O)O)[C@@H](O)CO,CHEMBL4281688,IC50,nM,398107.17,CHEMBL4295843,pIC50,,3.4,Dihydroorotate dehydrogenase (fumarate),Leishmania major
C/C=C(/C)C(=O)O[C@H]1[C@H](OC(C)=O)[C@]2(CO)[C@H](O)C[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2CC1(C)C,CHEMBL505939,IC50,nM,477900.0,CHEMBL4295843,IC50,uM,477.9,Dihydroorotate dehydrogenase (fumarate),Leishmania major
C/C=C(/C)C(=O)O[C@H]1[C@H](OC(C)=O)[C@]2(CO)[C@H](O)C[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2CC1(C)C,CHEMBL505939,IC50,nM,501187.23,CHEMBL4295843,pIC50,,3.3,Dihydroorotate dehydrogenase (fumarate),Leishmania major
CC[C@H](CC[C@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,CHEMBL4278464,IC50,nM,414500.0,CHEMBL4295843,IC50,uM,414.5,Dihydroorotate dehydrogenase (fumarate),Leishmania major
CC[C@H](CC[C@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,CHEMBL4278464,IC50,nM,398107.17,CHEMBL4295843,pIC50,,3.4,Dihydroorotate dehydrogenase (fumarate),Leishmania major
C/C=C(/C)[C@@]1(O)O[C@H]2C[C@@]3(C)OC(=CC3=O)/C(C)=C\[C@H]3OC(=O)[C@@]1(C)[C@H]23,CHEMBL4290649,IC50,nM,345600.0,CHEMBL4295843,IC50,uM,345.6,Dihydroorotate dehydrogenase (fumarate),Leishmania major
C/C=C(/C)[C@@]1(O)O[C@H]2C[C@@]3(C)OC(=CC3=O)/C(C)=C\[C@H]3OC(=O)[C@@]1(C)[C@H]23,CHEMBL4290649,IC50,nM,316227.77,CHEMBL4295843,pIC50,,3.5,Dihydroorotate dehydrogenase (fumarate),Leishmania major
CC[C@@H](C)[C@@]1(O)O[C@H]2C[C@@]3(C)OC(=CC3=O)/C(CO)=C\[C@H]3OC(=O)[C@@]1(C)[C@H]23,CHEMBL4288872,IC50,nM,985300.0,CHEMBL4295843,IC50,uM,985.3,Dihydroorotate dehydrogenase (fumarate),Leishmania major
CC[C@@H](C)[C@@]1(O)O[C@H]2C[C@@]3(C)OC(=CC3=O)/C(CO)=C\[C@H]3OC(=O)[C@@]1(C)[C@H]23,CHEMBL4288872,IC50,nM,794328.23,CHEMBL4295843,pIC50,,3.1,Dihydroorotate dehydrogenase (fumarate),Leishmania major
C=C1C(=O)O[C@@H]2[C@H]3C(C)=CC(=O)C3=C(C)C[C@@H](OC(=O)[C@]3(C)O[C@@H]3C)[C@@H]12,CHEMBL372434,IC50,nM,584600.0,CHEMBL4295843,IC50,uM,584.6,Dihydroorotate dehydrogenase (fumarate),Leishmania major
C=C1C(=O)O[C@@H]2[C@H]3C(C)=CC(=O)C3=C(C)C[C@@H](OC(=O)[C@]3(C)O[C@@H]3C)[C@@H]12,CHEMBL372434,IC50,nM,630957.34,CHEMBL4295843,pIC50,,3.2,Dihydroorotate dehydrogenase (fumarate),Leishmania major
C=C1C(=O)O[C@@H]2/C=C(\CO)CC/C=C(\C)C[C@H](OC(=O)C(=C)[C@@H](O)CO)[C@@H]12,CHEMBL462825,IC50,nM,361400.0,CHEMBL4295843,IC50,uM,361.4,Dihydroorotate dehydrogenase (fumarate),Leishmania major
C=C1C(=O)O[C@@H]2/C=C(\CO)CC/C=C(\C)C[C@H](OC(=O)C(=C)[C@@H](O)CO)[C@@H]12,CHEMBL462825,IC50,nM,398107.17,CHEMBL4295843,pIC50,,3.4,Dihydroorotate dehydrogenase (fumarate),Leishmania major
C=C1C(=O)O[C@@H]2/C=C(/C)C3=CC(=O)[C@@](C)(C[C@@H](OC(=O)/C(C)=C/C)[C@@H]12)O3,CHEMBL190485,IC50,nM,872300.0,CHEMBL4295843,IC50,uM,872.3,Dihydroorotate dehydrogenase (fumarate),Leishmania major
C=C1C(=O)O[C@@H]2/C=C(/C)C3=CC(=O)[C@@](C)(C[C@@H](OC(=O)/C(C)=C/C)[C@@H]12)O3,CHEMBL190485,IC50,nM,794328.23,CHEMBL4295843,pIC50,,3.1,Dihydroorotate dehydrogenase (fumarate),Leishmania major
C=C1C(=O)O[C@@H]2/C=C(/CO)C3=CC(=O)[C@@](C)(C[C@@H](OC(=O)/C(C)=C/C)[C@@H]12)O3,CHEMBL189707,IC50,nM,262500.0,CHEMBL4295843,IC50,uM,262.5,Dihydroorotate dehydrogenase (fumarate),Leishmania major
C=C1C(=O)O[C@@H]2/C=C(/CO)C3=CC(=O)[C@@](C)(C[C@@H](OC(=O)/C(C)=C/C)[C@@H]12)O3,CHEMBL189707,IC50,nM,251188.64,CHEMBL4295843,pIC50,,3.6,Dihydroorotate dehydrogenase (fumarate),Leishmania major
C=C1C(=O)O[C@@H]2/C=C(\C)CC/C=C(/C=O)[C@@H](O)[C@@H](OC(=O)/C(C)=C\C)[C@@H]12,CHEMBL4282122,IC50,nM,644100.0,CHEMBL4295843,IC50,uM,644.1,Dihydroorotate dehydrogenase (fumarate),Leishmania major
C=C1C(=O)O[C@@H]2/C=C(\C)CC/C=C(/C=O)[C@@H](O)[C@@H](OC(=O)/C(C)=C\C)[C@@H]12,CHEMBL4282122,IC50,nM,630957.34,CHEMBL4295843,pIC50,,3.2,Dihydroorotate dehydrogenase (fumarate),Leishmania major
C=C(C)C(=O)O[C@@H]1C[C@@](C)(O)[C@@H]2C(=O)C=C(C)[C@@H]2[C@H]2OC(=O)C(=C)[C@@H]21,CHEMBL370488,IC50,nM,168300.0,CHEMBL4295843,IC50,uM,168.3,Dihydroorotate dehydrogenase (fumarate),Leishmania major
C=C(C)C(=O)O[C@@H]1C[C@@](C)(O)[C@@H]2C(=O)C=C(C)[C@@H]2[C@H]2OC(=O)C(=C)[C@@H]21,CHEMBL370488,IC50,nM,158489.32,CHEMBL4295843,pIC50,,3.8,Dihydroorotate dehydrogenase (fumarate),Leishmania major
C=C(C)C(=O)O[C@@H]1C[C@](C)(O)[C@@H]2C(=O)C=C(C)[C@@H]2[C@H]2OC(=O)C(=C)[C@@H]21,CHEMBL188926,IC50,nM,661700.0,CHEMBL4295843,IC50,uM,661.7,Dihydroorotate dehydrogenase (fumarate),Leishmania major
C=C(C)C(=O)O[C@@H]1C[C@](C)(O)[C@@H]2C(=O)C=C(C)[C@@H]2[C@H]2OC(=O)C(=C)[C@@H]21,CHEMBL188926,IC50,nM,630957.34,CHEMBL4295843,pIC50,,3.2,Dihydroorotate dehydrogenase (fumarate),Leishmania major
C=C1C(=O)O[C@@H]2[C@H]3C(C)=CC(=O)C3=C(C)C[C@@H](OC(=O)/C(C)=C/C)[C@@H]12,CHEMBL4279879,IC50,nM,26800.0,CHEMBL4295843,IC50,uM,26.8,Dihydroorotate dehydrogenase (fumarate),Leishmania major
C=C1C(=O)O[C@@H]2[C@H]3C(C)=CC(=O)C3=C(C)C[C@@H](OC(=O)/C(C)=C/C)[C@@H]12,CHEMBL4279879,IC50,nM,25118.86,CHEMBL4295843,pIC50,,4.6,Dihydroorotate dehydrogenase (fumarate),Leishmania major
C=C1C(=O)O[C@@H]2/C=C(/C)C(=O)[C@@H]3O[C@H]3[C@](C)(O)C[C@@H](OC(=O)C(C)C)[C@@H]12,CHEMBL516873,IC50,nM,103400.0,CHEMBL4295843,IC50,uM,103.4,Dihydroorotate dehydrogenase (fumarate),Leishmania major
C=C1C(=O)O[C@@H]2/C=C(/C)C(=O)[C@@H]3O[C@H]3[C@](C)(O)C[C@@H](OC(=O)C(C)C)[C@@H]12,CHEMBL516873,IC50,nM,100000.0,CHEMBL4295843,pIC50,,4.0,Dihydroorotate dehydrogenase (fumarate),Leishmania major
C=C(C)C(=O)O[C@H]1C[C@@]2(C)OC(=CC2=O)/C(C)=C\[C@H]2OC(=O)C(=C)[C@H]12,CHEMBL4159192,IC50,nM,277800.0,CHEMBL4295843,IC50,uM,277.8,Dihydroorotate dehydrogenase (fumarate),Leishmania major
C=C(C)C(=O)O[C@H]1C[C@@]2(C)OC(=CC2=O)/C(C)=C\[C@H]2OC(=O)C(=C)[C@H]12,CHEMBL4159192,IC50,nM,251188.64,CHEMBL4295843,pIC50,,3.6,Dihydroorotate dehydrogenase (fumarate),Leishmania major
C=C1C(=O)O[C@@H]2C[C@H](C)[C@@]3(O)C[C@H](O)[C@@](C)(C[C@@H](OC(=O)C(C)C)[C@@H]12)O3,CHEMBL518700,IC50,nM,795900.0,CHEMBL4295843,IC50,uM,795.9,Dihydroorotate dehydrogenase (fumarate),Leishmania major
C=C1C(=O)O[C@@H]2C[C@H](C)[C@@]3(O)C[C@H](O)[C@@](C)(C[C@@H](OC(=O)C(C)C)[C@@H]12)O3,CHEMBL518700,IC50,nM,794328.23,CHEMBL4295843,pIC50,,3.1,Dihydroorotate dehydrogenase (fumarate),Leishmania major
C=C1C(=O)O[C@@H]2/C=C(/CO)C3=CC(=O)[C@@](C)(C[C@@H](OC(=O)/C(C)=C\C)[C@@H]12)O3,CHEMBL1173297,IC50,nM,653100.0,CHEMBL4295843,IC50,uM,653.1,Dihydroorotate dehydrogenase (fumarate),Leishmania major
C=C1C(=O)O[C@@H]2/C=C(/CO)C3=CC(=O)[C@@](C)(C[C@@H](OC(=O)/C(C)=C\C)[C@@H]12)O3,CHEMBL1173297,IC50,nM,630957.34,CHEMBL4295843,pIC50,,3.2,Dihydroorotate dehydrogenase (fumarate),Leishmania major
C=C(C)C(=O)O[C@H]1C[C@@]2(C)OC(=CC2=O)/C(CO)=C\[C@H]2OC(=O)C(=C)[C@H]12,CHEMBL371358,IC50,nM,155800.0,CHEMBL4295843,IC50,uM,155.8,Dihydroorotate dehydrogenase (fumarate),Leishmania major
C=C(C)C(=O)O[C@H]1C[C@@]2(C)OC(=CC2=O)/C(CO)=C\[C@H]2OC(=O)C(=C)[C@H]12,CHEMBL371358,IC50,nM,158489.32,CHEMBL4295843,pIC50,,3.8,Dihydroorotate dehydrogenase (fumarate),Leishmania major
C=C(C)C(=O)O[C@H]1C[C@@]2(C)OC(=CC2=O)[C@@H](C)C[C@H]2OC(=O)C(=C)[C@H]12,CHEMBL4286822,IC50,nM,144800.0,CHEMBL4295843,IC50,uM,144.8,Dihydroorotate dehydrogenase (fumarate),Leishmania major
C=C(C)C(=O)O[C@H]1C[C@@]2(C)OC(=CC2=O)[C@@H](C)C[C@H]2OC(=O)C(=C)[C@H]12,CHEMBL4286822,IC50,nM,158489.32,CHEMBL4295843,pIC50,,3.8,Dihydroorotate dehydrogenase (fumarate),Leishmania major
CC(=O)OCC1=C2[C@@H](OC(C)=O)C[C@@](C)(OC(C)=O)C(=O)CC[C@@]3(C)O[C@@H]3[C@H]2OC1=O,CHEMBL4278902,IC50,nM,30900.0,CHEMBL4295843,IC50,uM,30.9,Dihydroorotate dehydrogenase (fumarate),Leishmania major
CC(=O)OCC1=C2[C@@H](OC(C)=O)C[C@@](C)(OC(C)=O)C(=O)CC[C@@]3(C)O[C@@H]3[C@H]2OC1=O,CHEMBL4278902,IC50,nM,31622.78,CHEMBL4295843,pIC50,,4.5,Dihydroorotate dehydrogenase (fumarate),Leishmania major
C=C1C(=O)O[C@@H]2/C=C(/C)C(=O)/C=C/[C@](C)(O)C[C@@H](OC(=O)C(C)C)[C@@H]12,CHEMBL463060,IC50,nM,426200.0,CHEMBL4295843,IC50,uM,426.2,Dihydroorotate dehydrogenase (fumarate),Leishmania major
C=C1C(=O)O[C@@H]2/C=C(/C)C(=O)/C=C/[C@](C)(O)C[C@@H](OC(=O)C(C)C)[C@@H]12,CHEMBL463060,IC50,nM,398107.17,CHEMBL4295843,pIC50,,3.4,Dihydroorotate dehydrogenase (fumarate),Leishmania major
C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,CHEMBL269671,IC50,nM,171900.0,CHEMBL4295843,IC50,uM,171.9,Dihydroorotate dehydrogenase (fumarate),Leishmania major
C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,CHEMBL269671,IC50,nM,158489.32,CHEMBL4295843,pIC50,,3.8,Dihydroorotate dehydrogenase (fumarate),Leishmania major
C=C1C(=O)O[C@H]2[C@H]1[C@H](OC(=O)[C@]1(C)O[C@@H]1C)[C@@H](OC(C)=O)/C(C(=O)OC)=C\C[C@@]1(C)O[C@H]21,CHEMBL4285497,IC50,nM,585400.0,CHEMBL4295843,IC50,uM,585.4,Dihydroorotate dehydrogenase (fumarate),Leishmania major
C=C1C(=O)O[C@H]2[C@H]1[C@H](OC(=O)[C@]1(C)O[C@@H]1C)[C@@H](OC(C)=O)/C(C(=O)OC)=C\C[C@@]1(C)O[C@H]21,CHEMBL4285497,IC50,nM,630957.34,CHEMBL4295843,pIC50,,3.2,Dihydroorotate dehydrogenase (fumarate),Leishmania major
CC[C@@H](C)[C@@]1(O)O[C@H]2C[C@@]3(C)OC(=CC3=O)/C(COC(C)=O)=C\[C@H]3OC(=O)[C@@]1(C)[C@H]23,CHEMBL4293328,IC50,nM,1200000.0,CHEMBL4295843,IC50,uM,1200.0,Dihydroorotate dehydrogenase (fumarate),Leishmania major
CC[C@@H](C)[C@@]1(O)O[C@H]2C[C@@]3(C)OC(=CC3=O)/C(COC(C)=O)=C\[C@H]3OC(=O)[C@@]1(C)[C@H]23,CHEMBL4293328,IC50,nM,1258925.41,CHEMBL4295843,pIC50,,2.9,Dihydroorotate dehydrogenase (fumarate),Leishmania major
O=[N+]([O-])c1ccc(/C=C/c2sc(Nc3ccccc3)n[n+]2-c2ccccc2)cc1.[Cl-],CHEMBL242165,IC50,nM,1630.0,CHEMBL1944501,IC50,uM,1.63,Trypanothione reductase,Leishmania infantum
CCCCC(NC(=O)[C@H](CCCCN)NC(=O)C(CCCC)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H]1CCCCNC(=O)CC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H]2CCCN2C(C)=O)[C@@H](C)CC)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](C(C)C)C(=O)N1)[C@@H](C)CC)C(N)=O,CHEMBL4070159,IC50,nM,14400.0,CHEMBL1944501,IC50,uM,14.4,Trypanothione reductase,Leishmania infantum
CCCCC(NC(=O)[C@H](CCCCN)NC(=O)C(CCCC)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H]1CCCCNC(=O)CC[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H]2CCCN2C(C)=O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CO)C(=O)N1)[C@@H](C)CC)C(N)=O,CHEMBL4105040,IC50,nM,9900.0,CHEMBL1944501,IC50,uM,9.9,Trypanothione reductase,Leishmania infantum
CC[C@H](C)[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H]1CCCN1C(C)=O)[C@@H](C)CC)[C@@H](C)CC)C(C)C)C(N)=O,CHEMBL4080816,IC50,nM,20800.0,CHEMBL1944501,IC50,uM,20.8,Trypanothione reductase,Leishmania infantum
CCCCC(NC(=O)[C@H](CCCCN)NC(=O)C(CCCC)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H]1CCCN1C(C)=O)[C@@H](C)CC)[C@@H](C)CC)C(C)C)[C@@H](C)CC)C(N)=O,CHEMBL4076896,IC50,nM,13500.0,CHEMBL1944501,IC50,uM,13.5,Trypanothione reductase,Leishmania infantum
CC[C@H](C)[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H]1CCCN1C(C)=O)[C@@H](C)CC)C(C)C)C(N)=O,CHEMBL4066988,IC50,nM,47400.0,CHEMBL1944501,IC50,uM,47.4,Trypanothione reductase,Leishmania infantum
CCCCC(NC(=O)[C@@H]1CCCCNC(=O)CC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H]2CCCN2C(C)=O)[C@@H](C)CC)[C@@H](C)CC)C(C)C)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CO)C(=O)NC(CCCC)C(=O)N1)C(N)=O,CHEMBL4096399,IC50,nM,27000.0,CHEMBL1944501,IC50,uM,27.0,Trypanothione reductase,Leishmania infantum
