assay_type,canonical_smiles,molecule_chembl_id,standard_type,standard_units,standard_value,target_chembl_id,type,units,value,target_name,target_organism
B,CC/C(=N\N=C(\N)S)c1ccc(Cl)c(Cl)c1,CHEMBL92099,IC50,nM,110.0,CHEMBL4188,IC50,uM,0.11,Rhodesain,Trypanosoma brucei rhodesiense
B,N/C(S)=N/N=C(\Cc1ccccc1)c1ccc(Cl)c(Cl)c1,CHEMBL183767,IC50,nM,80.0,CHEMBL4188,IC50,uM,0.08,Rhodesain,Trypanosoma brucei rhodesiense
B,CCCC/C(=N\NC(N)=S)c1ccc(Cl)c(Cl)c1,CHEMBL181504,IC50,nM,60.0,CHEMBL4188,IC50,uM,0.06,Rhodesain,Trypanosoma brucei rhodesiense
B,N/C(S)=N/N=C(\C=C\c1ccccc1)c1ccc(Cl)c(Cl)c1,CHEMBL181752,IC50,nM,38.0,CHEMBL4188,IC50,uM,0.038,Rhodesain,Trypanosoma brucei rhodesiense
B,O=C(N[C@@H](CCc1ccccc1)C(=O)N1C[C@@H]2C(Br)=NO[C@@H]2C1)OCc1ccc([N+](=O)[O-])cc1,CHEMBL3629346,Ki,nM,6810.0,CHEMBL4188,Ki,uM,6.81,Rhodesain,Trypanosoma brucei rhodesiense
B,CC(C)C[C@H](NC(=O)OC(C)(C)C)C(=O)N1CC2ON=C(Br)C2C1,CHEMBL3629344,Ki,nM,13600.0,CHEMBL4188,Ki,uM,13.6,Rhodesain,Trypanosoma brucei rhodesiense
B,C=CCOC(=O)N[C@@H](CC(C)C)C(=O)N1C[C@@H]2C(Br)=NO[C@@H]2C1,CHEMBL3629341,Ki,nM,8520.0,CHEMBL4188,Ki,uM,8.52,Rhodesain,Trypanosoma brucei rhodesiense
B,C=CCOC(=O)N[C@@H](CC(C)C)C(=O)N1C[C@@H]2ON=C(Br)[C@@H]2C1,CHEMBL3629340,Ki,nM,9050.0,CHEMBL4188,Ki,uM,9.05,Rhodesain,Trypanosoma brucei rhodesiense
B,C=CCOC(=O)N[C@@H](CC(C)C)C(=O)N1CC2ON=C(Br)C2C1,CHEMBL3629339,Ki,nM,8360.0,CHEMBL4188,Ki,uM,8.36,Rhodesain,Trypanosoma brucei rhodesiense
B,C=CCOC(=O)N[C@@H](CCc1ccccc1)C(=O)N1C[C@@H]2C(Br)=NO[C@@H]2C1,CHEMBL3629186,Ki,nM,2730.0,CHEMBL4188,Ki,uM,2.73,Rhodesain,Trypanosoma brucei rhodesiense
B,C=CCOC(=O)N[C@@H](CCc1ccccc1)C(=O)N1C[C@@H]2ON=C(Br)[C@@H]2C1,CHEMBL3629185,Ki,nM,3350.0,CHEMBL4188,Ki,uM,3.35,Rhodesain,Trypanosoma brucei rhodesiense
B,C=CCOC(=O)N[C@@H](CCc1ccccc1)C(=O)N1CC2ON=C(Br)C2C1,CHEMBL3629184,Ki,nM,2620.0,CHEMBL4188,Ki,uM,2.62,Rhodesain,Trypanosoma brucei rhodesiense
B,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)N1CC2ON=C(Br)C2C1,CHEMBL3629183,Ki,nM,17730.0,CHEMBL4188,Ki,uM,17.73,Rhodesain,Trypanosoma brucei rhodesiense
B,O=C(N[C@@H](Cc1ccccc1)C(=O)N1CC2ON=C(Br)C2C1)OCc1ccccc1,CHEMBL3629181,Ki,nM,8410.0,CHEMBL4188,Ki,uM,8.41,Rhodesain,Trypanosoma brucei rhodesiense
B,C=CCOC(=O)N[C@@H](Cc1ccccc1)C(=O)N1C[C@@H]2C(Br)=NO[C@@H]2C1,CHEMBL3629180,Ki,nM,15140.0,CHEMBL4188,Ki,uM,15.14,Rhodesain,Trypanosoma brucei rhodesiense
B,C=CCOC(=O)N[C@@H](Cc1ccccc1)C(=O)N1C[C@@H]2ON=C(Br)[C@@H]2C1,CHEMBL3629179,Ki,nM,16580.0,CHEMBL4188,Ki,uM,16.58,Rhodesain,Trypanosoma brucei rhodesiense
B,C=CCOC(=O)N[C@@H](Cc1ccccc1)C(=O)N1CC2ON=C(Br)C2C1,CHEMBL3629178,Ki,nM,16780.0,CHEMBL4188,Ki,uM,16.78,Rhodesain,Trypanosoma brucei rhodesiense
B,COC(=O)/C=C/CNC(=O)CN1C(=O)[C@@H](COC(=O)NC23CC4CC(CC(C4)C2)C3)N=C(c2ccccc2)c2ccccc21,CHEMBL1171802,Ki,nM,2.6,CHEMBL4188,Ki,nM,2.6,Rhodesain,Trypanosoma brucei rhodesiense
B,C[C@@H](/C=C/[N+](=O)[O-])NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,CHEMBL3907022,Ki,nM,0.49,CHEMBL4188,Ki,nM,0.49,Rhodesain,Trypanosoma brucei rhodesiense
B,CC(C)C[C@@H](/C=C/[N+](=O)[O-])NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,CHEMBL3934979,Ki,nM,6.5,CHEMBL4188,Ki,nM,6.5,Rhodesain,Trypanosoma brucei rhodesiense
B,O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@H](/C=C/[N+](=O)[O-])Cc1ccccc1)OCc1ccccc1,CHEMBL3903171,Ki,nM,29.0,CHEMBL4188,Ki,nM,29.0,Rhodesain,Trypanosoma brucei rhodesiense
B,O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@H](/C=C/[N+](=O)[O-])CCc1ccccc1)OCc1ccccc1,CHEMBL3974129,Ki,nM,4.2,CHEMBL4188,Ki,nM,4.2,Rhodesain,Trypanosoma brucei rhodesiense
B,C/C(=C\[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)[N+](=O)[O-],CHEMBL3912190,Ki,nM,50.0,CHEMBL4188,Ki,nM,50.0,Rhodesain,Trypanosoma brucei rhodesiense
B,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C)/C=C/[N+](=O)[O-],CHEMBL3982135,Ki,nM,30.0,CHEMBL4188,Ki,nM,30.0,Rhodesain,Trypanosoma brucei rhodesiense
B,CC(C)C[C@@H](/C=C/[N+](=O)[O-])NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1,CHEMBL3921142,Ki,nM,18.4,CHEMBL4188,Ki,nM,18.4,Rhodesain,Trypanosoma brucei rhodesiense
B,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@H](/C=C/[N+](=O)[O-])Cc1ccccc1,CHEMBL3893138,Ki,nM,18.0,CHEMBL4188,Ki,nM,18.0,Rhodesain,Trypanosoma brucei rhodesiense
B,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@H](/C=C/[N+](=O)[O-])CCc1ccccc1,CHEMBL3930083,Ki,nM,14.0,CHEMBL4188,Ki,nM,14.0,Rhodesain,Trypanosoma brucei rhodesiense
B,C/C(=C\[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1)[N+](=O)[O-],CHEMBL3902105,Ki,nM,544.0,CHEMBL4188,Ki,nM,544.0,Rhodesain,Trypanosoma brucei rhodesiense
B,CN1CCN(C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](/C=C/S(=O)(=O)c2ccccc2)CCc2ccccc2)CC1,CHEMBL91704,Ki,nM,20.0,CHEMBL4188,Ki,nM,20.0,Rhodesain,Trypanosoma brucei rhodesiense
B,COC(=O)/C=C/[C@H](CCc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1,CHEMBL4101714,Ki,nM,7.5,CHEMBL4188,Ki,nM,7.5,Rhodesain,Trypanosoma brucei rhodesiense
B,COC(=O)/C=C/[C@H](CCc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccc([N+](=O)[O-])cc1,CHEMBL4100751,Ki,nM,17.0,CHEMBL4188,Ki,nM,17.0,Rhodesain,Trypanosoma brucei rhodesiense
B,COC(=O)/C=C/[C@H](CCc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,CHEMBL4082758,Ki,nM,2.0,CHEMBL4188,Ki,nM,2.0,Rhodesain,Trypanosoma brucei rhodesiense
B,COC(=O)/C=C/[C@H](CCc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccc([N+](=O)[O-])cc1,CHEMBL4093034,Ki,nM,3.6,CHEMBL4188,Ki,nM,3.6,Rhodesain,Trypanosoma brucei rhodesiense
B,CC(=O)/C=C/[C@H](CCc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1,CHEMBL4072275,Ki,nM,0.5,CHEMBL4188,Ki,nM,0.5,Rhodesain,Trypanosoma brucei rhodesiense
B,CC(=O)/C=C/[C@H](CCc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccc([N+](=O)[O-])cc1,CHEMBL4096388,Ki,nM,0.9,CHEMBL4188,Ki,nM,0.9,Rhodesain,Trypanosoma brucei rhodesiense
B,CC(=O)/C=C/[C@H](CCc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,CHEMBL4078345,Ki,nM,0.038,CHEMBL4188,Ki,nM,0.038,Rhodesain,Trypanosoma brucei rhodesiense
B,CC(=O)/C=C/[C@H](CCc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccc([N+](=O)[O-])cc1,CHEMBL4062015,Ki,nM,0.074,CHEMBL4188,Ki,nM,0.074,Rhodesain,Trypanosoma brucei rhodesiense
B,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1,CHEMBL4083754,Ki,nM,9.1,CHEMBL4188,Ki,nM,9.1,Rhodesain,Trypanosoma brucei rhodesiense
B,CC(C)C[C@H](NC(=O)OCc1ccc([N+](=O)[O-])cc1)C(=O)N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1,CHEMBL4070637,Ki,nM,14.0,CHEMBL4188,Ki,nM,14.0,Rhodesain,Trypanosoma brucei rhodesiense
B,O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1)OCc1ccccc1,CHEMBL2402204,Ki,nM,5.0,CHEMBL4188,Ki,nM,5.0,Rhodesain,Trypanosoma brucei rhodesiense
B,O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1)OCc1ccc([N+](=O)[O-])cc1,CHEMBL4081250,Ki,nM,7.2,CHEMBL4188,Ki,nM,7.2,Rhodesain,Trypanosoma brucei rhodesiense
B,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@H](/C=C/C#N)CCc1ccccc1,CHEMBL4099269,Ki,nM,53.0,CHEMBL4188,Ki,nM,53.0,Rhodesain,Trypanosoma brucei rhodesiense
B,N#C/C=C/[C@H](CCc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,CHEMBL4060936,Ki,nM,46.0,CHEMBL4188,Ki,nM,46.0,Rhodesain,Trypanosoma brucei rhodesiense
B,N#C/C=C/[C@H](CCc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccc([N+](=O)[O-])cc1,CHEMBL4074432,Ki,nM,1743.0,CHEMBL4188,Ki,nM,1743.0,Rhodesain,Trypanosoma brucei rhodesiense
B,CC(C)C[C@H](NC(=O)[C@H]1O[C@@H]1C(=O)O)C(=O)NCCCCN=C(N)N,CHEMBL374508,Ki,nM,35.0,CHEMBL4188,Ki,nM,35.0,Rhodesain,Trypanosoma brucei rhodesiense
B,N#CC1(NC(=O)[C@@H]2Cc3ccc(c(Cl)c3)OCC#CCOc3c(F)cc(F)cc3C(=O)N2)CC1,CHEMBL4080708,Ki,nM,4.8,CHEMBL4188,Ki,nM,4.8,Rhodesain,Trypanosoma brucei rhodesiense
B,N#CC1(NC(=O)[C@@H]2Cc3ccc(c(Cl)c3)OCC#CCOc3c(F)cc(F)cc3C(=O)N2)CC1,CHEMBL4080708,Ki,nM,80.6,CHEMBL4188,Ki,nM,80.6,Rhodesain,Trypanosoma brucei rhodesiense
B,CS(=O)(=O)c1ccc2c(c1)C(=O)N[C@H](C(=O)NC1(C#N)CC1)Cc1ccc(c(Cl)c1)OC[C@H]1O[C@@H]1CO2,CHEMBL4065847,Ki,nM,135.1,CHEMBL4188,Ki,nM,135.1,Rhodesain,Trypanosoma brucei rhodesiense
B,N#CC1(NC(=O)[C@@H]2Cc3ccc(c(Cl)c3)OC/C=C/Cn3c(=O)c(cc4cc(Cl)ccc43)C(=O)N2)CC1,CHEMBL4094394,Ki,nM,299.0,CHEMBL4188,Ki,nM,299.0,Rhodesain,Trypanosoma brucei rhodesiense
B,N#CC1(NC(=O)[C@@H]2Cc3ccc(c(Cl)c3)OC/C=C/CCn3nc(cc3-c3ccccc3)C(=O)N2)CC1,CHEMBL4072767,Ki,nM,5.2,CHEMBL4188,Ki,nM,5.2,Rhodesain,Trypanosoma brucei rhodesiense
B,CC(C)(C)c1cc2nn1CC/C=C/COc1ccc(cc1Cl)C[C@@H](C(=O)NC1(C#N)CC1)NC2=O,CHEMBL4099651,Ki,nM,18.0,CHEMBL4188,Ki,nM,18.0,Rhodesain,Trypanosoma brucei rhodesiense
B,N#CC1(NC(=O)[C@@H]2Cc3ccc(c(Cl)c3)OC/C=C/CCn3nc(cc3C3CC3)C(=O)N2)CC1,CHEMBL4064172,Ki,nM,17.2,CHEMBL4188,Ki,nM,17.2,Rhodesain,Trypanosoma brucei rhodesiense
B,Cc1cc2nn1CC/C=C/COc1ccc(cc1Cl)C[C@@H](C(=O)NC1(C#N)CC1)NC2=O,CHEMBL4091918,Ki,nM,52.4,CHEMBL4188,Ki,nM,52.4,Rhodesain,Trypanosoma brucei rhodesiense
B,N#CC1(NC(=O)[C@@H]2Cc3ccc(c(-c4cc[nH]n4)c3)OCCCCOc3ccccc3C(=O)N2)CC1,CHEMBL4059516,Ki,nM,1085.9,CHEMBL4188,Ki,nM,1085.9,Rhodesain,Trypanosoma brucei rhodesiense
B,Cn1cc(-c2cc3ccc2OCCCCOc2cc(C(F)(F)F)ccc2C(=O)N[C@H](C(=O)NC2(C#N)CC2)C3)cn1,CHEMBL4060555,Ki,nM,870.0,CHEMBL4188,Ki,nM,870.0,Rhodesain,Trypanosoma brucei rhodesiense
B,N#CC1(NC(=O)[C@@H]2Cc3ccc(c(-c4cccnc4)c3)OCCCCOc3cc(C(F)(F)F)ccc3C(=O)N2)CC1,CHEMBL4069236,Ki,nM,751.0,CHEMBL4188,Ki,nM,751.0,Rhodesain,Trypanosoma brucei rhodesiense
B,N#CC1(NC(=O)[C@@H]2Cc3ccc(c(-c4cccnc4)c3)OCCCCOc3ccccc3C(=O)N2)CC1,CHEMBL4090284,Ki,nM,837.0,CHEMBL4188,Ki,nM,837.0,Rhodesain,Trypanosoma brucei rhodesiense
B,N#CC1(NC(=O)[C@@H]2Cc3ccc(c(I)c3)OCCCCOc3cc(C(F)(F)F)ccc3C(=O)N2)CC1,CHEMBL4091192,Ki,nM,57.4,CHEMBL4188,Ki,nM,57.4,Rhodesain,Trypanosoma brucei rhodesiense
B,N#CC1(NC(=O)[C@@H]2Cc3ccc(c(I)c3)OC/C=C/COc3cc(C(F)(F)F)ccc3C(=O)N2)CC1,CHEMBL4098931,Ki,nM,8.7,CHEMBL4188,Ki,nM,8.7,Rhodesain,Trypanosoma brucei rhodesiense
B,N#CC1(NC(=O)[C@@H]2Cc3ccc(c(I)c3)OC/C=C/COc3ccccc3C(=O)N2)CC1,CHEMBL4071951,Ki,nM,2.5,CHEMBL4188,Ki,nM,2.5,Rhodesain,Trypanosoma brucei rhodesiense
B,CS(=O)(=O)c1ccc2c(c1)C(=O)N[C@H](C(=O)NC1(C#N)CC1)Cc1ccc(c(Cl)c1)OC/C=C/CO2,CHEMBL4087751,Ki,nM,6.1,CHEMBL4188,Ki,nM,6.1,Rhodesain,Trypanosoma brucei rhodesiense
B,N#CC1(NC(=O)[C@@H]2Cc3ccc(c(Cl)c3)OC/C=C/COc3cc4ccccc4cc3C(=O)N2)CC1,CHEMBL4066422,Ki,nM,1.0,CHEMBL4188,Ki,nM,1.0,Rhodesain,Trypanosoma brucei rhodesiense
B,N#CC1(NC(=O)[C@@H]2Cc3ccc(c(Cl)c3)OC/C=C/COc3cc(-c4cnn(C(F)F)c4)ccc3C(=O)N2)CC1,CHEMBL4084294,Ki,nM,5.4,CHEMBL4188,Ki,nM,5.4,Rhodesain,Trypanosoma brucei rhodesiense
B,N#CC1(NC(=O)[C@@H]2Cc3ccc(c(Cl)c3)OC/C=C/COc3cc(-c4ccc(Cl)nc4)ccc3C(=O)N2)CC1,CHEMBL4062591,Ki,nM,3.0,CHEMBL4188,Ki,nM,3.0,Rhodesain,Trypanosoma brucei rhodesiense
B,N#CC1(NC(=O)[C@@H]2Cc3ccc(c(Cl)c3)OC/C=C/COc3ccc(-c4ccc(F)cc4)cc3C(=O)N2)CC1,CHEMBL4092050,Ki,nM,2.0,CHEMBL4188,Ki,nM,2.0,Rhodesain,Trypanosoma brucei rhodesiense
B,N#CC1(NC(=O)[C@@H]2Cc3ccc(c(Cl)c3)OC/C=C/COc3cc(C(F)(F)F)ccc3C(=O)N2)CC1,CHEMBL4071237,Ki,nM,20.2,CHEMBL4188,Ki,nM,20.2,Rhodesain,Trypanosoma brucei rhodesiense
B,N#CC1(NC(=O)[C@@H]2Cc3ccc(c(Cl)c3)OC/C=C/COc3ccccc3C(C(F)(F)F)N2)CC1,CHEMBL4065352,Ki,nM,258.0,CHEMBL4188,Ki,nM,258.0,Rhodesain,Trypanosoma brucei rhodesiense
B,N#CC1(NC(=O)[C@@H]2Cc3ccc(c(Cl)c3)OCCCCOc3cc4c(cc3C(=O)N2)CCCC4)CC1,CHEMBL3987059,Ki,nM,26.0,CHEMBL4188,Ki,nM,26.0,Rhodesain,Trypanosoma brucei rhodesiense
B,N#CC1(NC(=O)[C@@H]2Cc3ccc(c(Cl)c3)OCCCCOc3cc(C(F)(F)F)ccc3C(=O)N2)CC1,CHEMBL3917415,Ki,nM,11.0,CHEMBL4188,Ki,nM,11.0,Rhodesain,Trypanosoma brucei rhodesiense
B,N#CC1(NC(=O)[C@H](Cc2ccc(Cl)cc2)NC(=O)c2cnn(-c3ccc(F)cc3)n2)CC1,CHEMBL4099905,Ki,nM,3.0,CHEMBL4188,Ki,nM,3.0,Rhodesain,Trypanosoma brucei rhodesiense
B,N#CC1(NC(=O)[C@H](Cc2ccc(OCc3ccccc3)cc2)NC(=O)c2cnn(-c3ccc(F)cc3)n2)CC1,CHEMBL4081905,Ki,nM,17.0,CHEMBL4188,Ki,nM,17.0,Rhodesain,Trypanosoma brucei rhodesiense
B,N#CC1(NC(=O)[C@H](Cc2ccc(Cl)c(Cl)c2)NC(=O)c2cnn(-c3ccc(F)cc3)n2)CC1,CHEMBL4073014,Ki,nM,2.0,CHEMBL4188,Ki,nM,2.0,Rhodesain,Trypanosoma brucei rhodesiense
B,N#Cc1ccc(C[C@H](NC(=O)c2cnn(-c3ccc(F)cc3)n2)C(=O)NC2(C#N)CC2)cc1Cl,CHEMBL4093712,Ki,nM,7.0,CHEMBL4188,Ki,nM,7.0,Rhodesain,Trypanosoma brucei rhodesiense
B,N#CC1(NC(=O)[C@H](Cc2ccc(OCC3CCC3)c(Cl)c2)NC(=O)c2cnn(-c3ccc(F)cc3)n2)CC1,CHEMBL4083441,Ki,nM,16.0,CHEMBL4188,Ki,nM,16.0,Rhodesain,Trypanosoma brucei rhodesiense
B,N#CC1(NC(=O)[C@H](Cc2ccc(Cl)c(Cl)c2)NC(=O)c2cnn(C3CCC3)n2)CC1,CHEMBL4101430,Ki,nM,71.0,CHEMBL4188,Ki,nM,71.0,Rhodesain,Trypanosoma brucei rhodesiense
B,N#CC1(NC(=O)[C@H](Cc2ccc(Cl)c(Cl)c2)NC(=O)c2cnn(C3COC3)n2)CC1,CHEMBL4102351,Ki,nM,33.0,CHEMBL4188,Ki,nM,33.0,Rhodesain,Trypanosoma brucei rhodesiense
B,N#CC1(NC(=O)[C@H](Cc2ccc(Cl)c(Cl)c2)NC(=O)c2cnn(C3CC(F)(F)C3)n2)CC1,CHEMBL4078079,Ki,nM,18.0,CHEMBL4188,Ki,nM,18.0,Rhodesain,Trypanosoma brucei rhodesiense
B,N#CC1(NC(=O)[C@H](Cc2ccc(Cl)c(Cl)c2)NC(=O)c2cnn(C3CCOCC3)n2)CC1,CHEMBL4064430,Ki,nM,4.0,CHEMBL4188,Ki,nM,4.0,Rhodesain,Trypanosoma brucei rhodesiense
B,N#CC1(NC(=O)[C@H](Cc2ccccc2)NC(=O)c2cnn(-c3ccc(F)cc3)n2)CC1,CHEMBL4082483,Ki,nM,7.4,CHEMBL4188,Ki,nM,7.4,Rhodesain,Trypanosoma brucei rhodesiense
B,N#CC1(NC(=O)[C@H](Cc2ccccc2Cl)NC(=O)c2cnn(-c3ccc(F)cc3)n2)CC1,CHEMBL4086533,Ki,nM,7.4,CHEMBL4188,Ki,nM,7.4,Rhodesain,Trypanosoma brucei rhodesiense
B,N#Cc1ccccc1C[C@H](NC(=O)c1cnn(-c2ccc(F)cc2)n1)C(=O)NC1(C#N)CC1,CHEMBL4065096,Ki,nM,7.4,CHEMBL4188,Ki,nM,7.4,Rhodesain,Trypanosoma brucei rhodesiense
B,N#CC1(NC(=O)[C@H](Cc2ccccc2C(F)(F)F)NC(=O)c2cnn(-c3ccc(F)cc3)n2)CC1,CHEMBL4078688,Ki,nM,7.4,CHEMBL4188,Ki,nM,7.4,Rhodesain,Trypanosoma brucei rhodesiense
B,N#CC1(NC(=O)[C@H](Cc2cccc(Cl)c2)NC(=O)c2cnn(-c3ccc(F)cc3)n2)CC1,CHEMBL4102966,Ki,nM,7.4,CHEMBL4188,Ki,nM,7.4,Rhodesain,Trypanosoma brucei rhodesiense
B,CC(C)C[C@H](NC(=O)c1cnn(-c2ccc(F)cc2)n1)C(=O)NC1(C#N)CC1,CHEMBL4102031,Ki,nM,23.0,CHEMBL4188,Ki,nM,23.0,Rhodesain,Trypanosoma brucei rhodesiense
B,N#CC1(NC(=O)[C@H](Cc2ccc(OCC3CC3)c(Cl)c2)NC(=O)c2cnn(-c3ccc(F)cc3)n2)CC1,CHEMBL4084048,Ki,nM,9.0,CHEMBL4188,Ki,nM,9.0,Rhodesain,Trypanosoma brucei rhodesiense
B,COCCOc1ccc(C[C@H](NC(=O)c2cnn(-c3ccc(F)cc3)n2)C(=O)NC2(C#N)CC2)cc1Cl,CHEMBL4094298,Ki,nM,9.0,CHEMBL4188,Ki,nM,9.0,Rhodesain,Trypanosoma brucei rhodesiense
B,N#CC1(NC(=O)[C@H](Cc2ccc(OC(F)(F)F)c(Cl)c2)NC(=O)c2cnn(C3CCNC3)n2)CC1,CHEMBL4085387,Ki,nM,93.0,CHEMBL4188,Ki,nM,93.0,Rhodesain,Trypanosoma brucei rhodesiense
B,N#CC1(NC(=O)[C@H](Cc2ccc(OC(F)(F)F)c(Cl)c2)NC(=O)c2cnn(C3CCOCC3)n2)CC1,CHEMBL4075154,Ki,nM,18.0,CHEMBL4188,Ki,nM,18.0,Rhodesain,Trypanosoma brucei rhodesiense
B,N#CC1(NC(=O)[C@H](Cc2ccc(OC(F)(F)F)c(Cl)c2)NC(=O)c2cnn(C3CCCCC3)n2)CC1,CHEMBL4095566,Ki,nM,12.0,CHEMBL4188,Ki,nM,12.0,Rhodesain,Trypanosoma brucei rhodesiense
B,N#CC1(NC(=O)[C@H](Cc2ccc(OC(F)(F)F)c(Cl)c2)NC(=O)c2cnn(C3CC(F)(F)C3)n2)CC1,CHEMBL4100863,Ki,nM,41.0,CHEMBL4188,Ki,nM,41.0,Rhodesain,Trypanosoma brucei rhodesiense
B,N#CC1(NC(=O)[C@H](Cc2ccc(OC(F)(F)F)c(Cl)c2)NC(=O)c2cnn(C3COC3)n2)CC1,CHEMBL4074099,Ki,nM,31.0,CHEMBL4188,Ki,nM,31.0,Rhodesain,Trypanosoma brucei rhodesiense
B,N#CC1(NC(=O)[C@H](Cc2ccc(OC(F)(F)F)c(Cl)c2)NC(=O)c2cnn(C3CCC3)n2)CC1,CHEMBL4093144,Ki,nM,11.0,CHEMBL4188,Ki,nM,11.0,Rhodesain,Trypanosoma brucei rhodesiense
B,CC(C)(C)n1ncc(C(=O)N[C@@H](Cc2ccc(OC(F)(F)F)c(Cl)c2)C(=O)NC2(C#N)CC2)n1,CHEMBL4065483,Ki,nM,31.0,CHEMBL4188,Ki,nM,31.0,Rhodesain,Trypanosoma brucei rhodesiense
B,CC(C)n1ncc(C(=O)N[C@@H](Cc2ccc(OC(F)(F)F)c(Cl)c2)C(=O)NC2(C#N)CC2)n1,CHEMBL4065829,Ki,nM,18.0,CHEMBL4188,Ki,nM,18.0,Rhodesain,Trypanosoma brucei rhodesiense
B,Cn1ncc(C(=O)N[C@@H](Cc2ccc(OC(F)(F)F)c(Cl)c2)C(=O)NC2(C#N)CC2)n1,CHEMBL4093444,Ki,nM,23.0,CHEMBL4188,Ki,nM,23.0,Rhodesain,Trypanosoma brucei rhodesiense
B,N#CC1(NC(=O)[C@H](Cc2ccc(OC(F)(F)F)c(Cl)c2)NC(=O)c2cnn(-c3ccncc3)n2)CC1,CHEMBL4099235,Ki,nM,16.0,CHEMBL4188,Ki,nM,16.0,Rhodesain,Trypanosoma brucei rhodesiense
B,N#CC1(NC(=O)[C@H](Cc2ccc(OC(F)(F)F)c(Cl)c2)NC(=O)c2cnn(-c3cccnc3)n2)CC1,CHEMBL4081213,Ki,nM,36.0,CHEMBL4188,Ki,nM,36.0,Rhodesain,Trypanosoma brucei rhodesiense
B,N#CC1(NC(=O)[C@H](Cc2ccc(OC(F)(F)F)c(Cl)c2)NC(=O)c2cnn(-c3ccc(F)nc3)n2)CC1,CHEMBL4060895,Ki,nM,14.0,CHEMBL4188,Ki,nM,14.0,Rhodesain,Trypanosoma brucei rhodesiense
B,CSc1ccc(-n2ncc(C(=O)N[C@@H](Cc3ccc(OC(F)(F)F)c(Cl)c3)C(=O)NC3(C#N)CC3)n2)cc1,CHEMBL4089084,Ki,nM,19.0,CHEMBL4188,Ki,nM,19.0,Rhodesain,Trypanosoma brucei rhodesiense
B,N#CC1(NC(=O)[C@H](Cc2ccc(OC(F)(F)F)c(Cl)c2)NC(=O)c2cnn(-c3ccc(Br)cc3)n2)CC1,CHEMBL4069564,Ki,nM,25.0,CHEMBL4188,Ki,nM,25.0,Rhodesain,Trypanosoma brucei rhodesiense
B,N#CC1(NC(=O)[C@H](Cc2ccc(OC(F)(F)F)c(Cl)c2)NC(=O)c2cnn(-c3ccc(Cl)cc3)n2)CC1,CHEMBL4096787,Ki,nM,10.0,CHEMBL4188,Ki,nM,10.0,Rhodesain,Trypanosoma brucei rhodesiense
B,N#CC1(NC(=O)[C@H](Cc2ccc(OC(F)(F)F)c(Cl)c2)NC(=O)c2cnn(-c3ccccc3)n2)CC1,CHEMBL4080286,Ki,nM,2.9,CHEMBL4188,Ki,nM,2.9,Rhodesain,Trypanosoma brucei rhodesiense
B,N#CC1(NC(=O)[C@H](Cc2ccc(OC(F)(F)F)c(Cl)c2)NC(=O)c2cnn(-c3ccc(F)cc3)n2)CC1,CHEMBL4104507,Ki,nM,7.4,CHEMBL4188,Ki,nM,7.4,Rhodesain,Trypanosoma brucei rhodesiense
B,c1ccc2c(NCCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,CHEMBL75274,IC50,nM,16900.0,CHEMBL4188,IC50,uM,16.9,Rhodesain,Trypanosoma brucei rhodesiense
