assay_type,canonical_smiles,molecule_chembl_id,standard_type,standard_units,standard_value,target_chembl_id,type,units,value,target_name,target_organism
B,COc1ccc(C2=NN(C3CCCC3)C[C@H]3CC=CC[C@@H]23)cc1OC1CCCC1,CHEMBL2436772,IC50,nM,278.0,CHEMBL2010636,IC50,nM,278.0,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C3CCCCCC3)C(=O)[C@H]3CC=CC[C@@H]23)cc1OCCCCOc1ccc(-c2nn[nH]n2)cc1,CHEMBL2436771,IC50,nM,3.98,CHEMBL2010636,IC50,nM,3.98,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc([C@]2(C#N)CC[C@@H](C(=O)O)CC2)cc1OC1CCCC1,CHEMBL511115,IC50,nM,16000.0,CHEMBL2010636,IC50,uM,16.0,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc([C@]2(C#N)CC[C@@H](C(=O)O)CC2)cc1OCc1ccccc1,CHEMBL3323123,IC50,nM,12000.0,CHEMBL2010636,IC50,uM,12.0,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc([C@]2(C#N)CC[C@@H](C(=O)O)CC2)cc1OCCCCOc1ccc(-c2nn[nH]n2)cc1,CHEMBL3323127,IC50,nM,7900.0,CHEMBL2010636,IC50,uM,7.9,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc([C@]2(C#N)CC[C@@H](C(=O)O)CC2)cc1OCCCCOc1ccccc1,CHEMBL3323128,IC50,nM,950.0,CHEMBL2010636,IC50,uM,0.95,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc([C@]2(C#N)CC[C@@H](C(=O)O)CC2)cc1OCCCOc1ccccc1,CHEMBL3323129,IC50,nM,11000.0,CHEMBL2010636,IC50,uM,11.0,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc([C@]2(C#N)CC[C@@H](C(=O)O)CC2)cc1OCCCCOc1ccc(F)cc1,CHEMBL3323133,IC50,nM,9200.0,CHEMBL2010636,IC50,uM,9.2,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc([C@]2(C#N)CC[C@@H](C(=O)O)CC2)cc1OCCCCOc1ccc(C)cc1,CHEMBL3323132,IC50,nM,4900.0,CHEMBL2010636,IC50,uM,4.9,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(OCCCCOc2cc([C@]3(C#N)CC[C@@H](C(=O)O)CC3)ccc2OC)cc1,CHEMBL3323131,IC50,nM,3500.0,CHEMBL2010636,IC50,uM,3.5,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc([C@]2(C#N)CC[C@@H](C(=O)O)CC2)cc1OCCCCOc1ccc(C#N)cc1,CHEMBL3323130,IC50,nM,3600.0,CHEMBL2010636,IC50,uM,3.6,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc([C@]2(C#N)CC[C@@H](C(=O)O)CC2)cc1OCCCCCOc1ccccc1,CHEMBL3321771,IC50,nM,9800.0,CHEMBL2010636,IC50,uM,9.8,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C3CCCCCC3)C(=O)[C@@H]3CC=CC[C@H]23)cc1OCCCCOc1ccc(-c2nnn[nH]2)cc1,CHEMBL2326941,IC50,nM,4.0,CHEMBL2010636,IC50,uM,0.004,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NNC(=O)[C@@H]3CC=CC[C@H]23)cc1OC,CHEMBL440878,IC50,nM,12589.25,CHEMBL2010636,pIC50,,4.9,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C3CCCCCC3)C(=O)[C@@H]3CC=CC[C@H]23)cc1OC,CHEMBL3763456,IC50,nM,316.23,CHEMBL2010636,pIC50,,6.5,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C3CCCCCC3)C(=O)[C@@H]3CC=CC[C@H]23)cc1,CHEMBL3764366,IC50,nM,3981.07,CHEMBL2010636,pIC50,,5.4,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1cccc(C2=NN(C3CCCCCC3)C(=O)[C@@H]3CC=CC[C@H]23)c1,CHEMBL3764675,IC50,nM,100000.0,CHEMBL2010636,pIC50,,4.0,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C3CCCCCC3)C(=O)CC2)cc1OC,CHEMBL3763265,IC50,nM,10000.0,CHEMBL2010636,pIC50,,5.0,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C3CCCCCC3)C(=O)[C@@H]3CCCC[C@H]23)cc1OC,CHEMBL3763547,IC50,nM,1584.89,CHEMBL2010636,pIC50,,5.8,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C(C)C)C(=O)[C@@H]3CCCC[C@H]23)cc1OC,CHEMBL3764415,IC50,nM,1995.26,CHEMBL2010636,pIC50,,5.7,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C3CCCCCC3)C(=O)[C@@H]3CC=CC[C@H]23)cc1OCCCCOc1ccc(-c2nnn[nH]2)cc1,CHEMBL2326941,IC50,nM,3.981,CHEMBL2010636,pIC50,,8.4,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C3CCCCCC3)C(=O)[C@@H]3CC=CC[C@H]23)cc1OCCCCOc1ccc(-c2nnn(C)n2)cc1,CHEMBL3765188,IC50,nM,3.162,CHEMBL2010636,pIC50,,8.5,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C3CCCCCC3)C(=O)[C@@H]3CC=CC[C@H]23)cc1OCCCCOc1ccc(-c2nnnn2C)cc1,CHEMBL3763233,IC50,nM,10.0,CHEMBL2010636,pIC50,,8.0,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C3CCCCCC3)C(=O)[C@@H]3CC=CC[C@H]23)cc1OCCCCOc1ccc(-n2ccnc2)cc1,CHEMBL3765037,IC50,nM,12.59,CHEMBL2010636,pIC50,,7.9,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C3CCCCCC3)C(=O)[C@@H]3CC=CC[C@H]23)cc1OCCCCn1cnc2ncncc21,CHEMBL3764370,IC50,nM,15.85,CHEMBL2010636,pIC50,,7.8,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C3CCCCCC3)C(=O)[C@@H]3CC=CC[C@H]23)cc1OCCCCCc1ccccc1,CHEMBL3765010,IC50,nM,63.1,CHEMBL2010636,pIC50,,7.2,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C3CCCCCC3)C(=O)[C@@H]3CC=CC[C@H]23)cc1OCCCCOc1ccc(C(=O)O)cc1,CHEMBL3763271,IC50,nM,316.23,CHEMBL2010636,pIC50,,6.5,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C3CCCCCC3)C(=O)[C@@H]3CC=CC[C@H]23)cc1OCCO,CHEMBL3765581,IC50,nM,100.0,CHEMBL2010636,pIC50,,7.0,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COCCOc1cc(C2=NN(C3CCCCCC3)C(=O)[C@@H]3CC=CC[C@H]23)ccc1OC,CHEMBL3763352,IC50,nM,79.43,CHEMBL2010636,pIC50,,7.1,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C3CCCCCC3)C(=O)[C@@H]3CC=CC[C@H]23)cc1OCc1cccc(OC)c1OC,CHEMBL3765222,IC50,nM,79.43,CHEMBL2010636,pIC50,,7.1,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1cc(COc2cc(C3=NN(C4CCCCCC4)C(=O)[C@@H]4CC=CC[C@H]34)ccc2OC)cc(OC)c1,CHEMBL3765225,IC50,nM,125.89,CHEMBL2010636,pIC50,,6.9,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C3CCCCCC3)C(=O)[C@@H]3CC=CC[C@H]23)cc1OCc1ccccn1,CHEMBL3764909,IC50,nM,100.0,CHEMBL2010636,pIC50,,7.0,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C3CCCCCC3)C(=O)[C@@H]3CC=CC[C@H]23)cc1OCc1ccncc1,CHEMBL3765733,IC50,nM,158.49,CHEMBL2010636,pIC50,,6.8,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C3CCCCCC3)C(=O)[C@@H]3CC=CC[C@H]23)cc1OCCc1ccc(N(C)C)cc1,CHEMBL3765606,IC50,nM,63.1,CHEMBL2010636,pIC50,,7.2,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(CCOc2cc(C3=NN(C4CCCCCC4)C(=O)[C@@H]4CC=CC[C@H]34)ccc2OC)cc1,CHEMBL3765786,IC50,nM,63.1,CHEMBL2010636,pIC50,,7.2,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,CHEMBL193240,Ki,nM,3162.28,CHEMBL2010636,pKi,,5.5,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C(C)C)C(=O)[C@@H]3CC=CC[C@H]23)cc1-c1ccc(C(=O)N2CCC[C@@H]2C(N)=O)cc1,CHEMBL4216582,Ki,nM,630.96,CHEMBL2010636,pKi,,6.2,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C3CCCCCC3)C(=O)[C@@H]3CC=CC[C@H]23)cc1-c1ccc(C(=O)N2CCC[C@@H]2C(N)=O)cc1,CHEMBL4213296,Ki,nM,501.19,CHEMBL2010636,pKi,,6.3,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C(C)C)C(=O)[C@@H]3CC=CC[C@H]23)cc1-c1ccc(C(=O)N2CC[C@@H](O)C2)cc1,CHEMBL4208363,Ki,nM,199.53,CHEMBL2010636,pKi,,6.7,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C3CCCCCC3)C(=O)[C@@H]3CC=CC[C@H]23)cc1-c1ccc(C(=O)N2CC[C@@H](O)C2)cc1,CHEMBL4218658,Ki,nM,251.19,CHEMBL2010636,pKi,,6.6,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C3CCCCCC3)C(=O)[C@@H]3CC=CC[C@H]23)cc1-c1ccc(C(=O)N2CCC(=O)C2)cc1,CHEMBL4213729,Ki,nM,1000.0,CHEMBL2010636,pKi,,6.0,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C3CCCCCC3)C(=O)[C@@H]3CC=CC[C@H]23)cc1-c1ccc(C(=O)N2CC(=O)N(C)C2)cc1,CHEMBL4206395,Ki,nM,1584.89,CHEMBL2010636,pKi,,5.8,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C3CCCCCC3)C(=O)[C@@H]3CC=CC[C@H]23)cc1-c1ccc(C(=O)N2CNC(=O)C2)cc1,CHEMBL4218119,Ki,nM,630.96,CHEMBL2010636,pKi,,6.2,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COCCNC(=O)CNC(=O)c1ccc(-c2cc(C3=NN(C4CCCCCC4)C(=O)[C@@H]4CC=CC[C@H]34)ccc2OC)cc1,CHEMBL4209841,Ki,nM,501.19,CHEMBL2010636,pKi,,6.3,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C3CCCCCC3)C(=O)[C@@H]3CC=CC[C@H]23)cc1-c1ccc(C(=O)NCC(=O)NCCO)cc1,CHEMBL4204966,Ki,nM,398.11,CHEMBL2010636,pKi,,6.4,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C3CCCCCC3)C(=O)[C@@H]3CC=CC[C@H]23)cc1-c1ccc(C(=O)NCCNC(C)=O)cc1,CHEMBL4214240,Ki,nM,794.33,CHEMBL2010636,pKi,,6.1,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C3CCCCCC3)C(=O)[C@@H]3CC=CC[C@H]23)cc1-c1ccc(C(=O)NCCC(N)=O)cc1,CHEMBL4209331,Ki,nM,501.19,CHEMBL2010636,pKi,,6.3,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C3CCCCCC3)C(=O)[C@@H]3CC=CC[C@H]23)cc1-c1ccc(C(=O)NCC(=O)NC(C)C)cc1,CHEMBL4213432,Ki,nM,1995.26,CHEMBL2010636,pKi,,5.7,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C3CCCCCC3)C(=O)[C@@H]3CC=CC[C@H]23)cc1-c1ccc(C(=O)NCC(=O)N(C)C)cc1,CHEMBL4218358,Ki,nM,794.33,CHEMBL2010636,pKi,,6.1,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,CNC(=O)CNC(=O)c1ccc(-c2cc(C3=NN(C4CCCCCC4)C(=O)[C@@H]4CC=CC[C@H]34)ccc2OC)cc1,CHEMBL4217833,Ki,nM,398.11,CHEMBL2010636,pKi,,6.4,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C3CCCCCC3)C(=O)[C@@H]3CC=CC[C@H]23)cc1-c1ccc(C(=O)N(C)CC(N)=O)cc1,CHEMBL4206114,Ki,nM,398.11,CHEMBL2010636,pKi,,6.4,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C(C)C)C(=O)[C@@H]3CC=CC[C@H]23)cc1-c1ccc(C(=O)NCC(N)=O)cc1,CHEMBL4204999,Ki,nM,100.0,CHEMBL2010636,pKi,,7.0,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C3CCCCCC3)C(=O)[C@@H]3CC=CC[C@H]23)cc1-c1ccc(C(=O)NCC(N)=O)cc1,CHEMBL4210475,Ki,nM,39.81,CHEMBL2010636,pKi,,7.4,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C3CCCCCC3)C(=O)[C@H]3CC=CC[C@@H]23)cc1-c1ccc(C(=O)NCC(N)=O)cc1,CHEMBL4209972,Ki,nM,3981.07,CHEMBL2010636,pKi,,5.4,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C3CCCCCC3)C(=O)[C@@H]3CC=CC[C@H]23)cc1-c1ccc(C(=O)NCC(N)=O)cc1,CHEMBL4210475,Ki,nM,100.0,CHEMBL2010636,pKi,,7.0,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COCCNC(=O)c1ccc(-c2cc(C3=NN(C4CCCCCC4)C(=O)[C@@H]4CC=CC[C@H]34)ccc2OC)cc1,CHEMBL4214364,Ki,nM,316.23,CHEMBL2010636,pKi,,6.5,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C3CCCCCC3)C(=O)[C@@H]3CC=CC[C@H]23)cc1-c1ccc(C#N)cc1,CHEMBL4202704,Ki,nM,501.19,CHEMBL2010636,pKi,,6.3,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C3CCCCCC3)C(=O)[C@@H]3CC=CC[C@H]23)cc1-c1ccc(C(N)=O)cc1,CHEMBL4202975,Ki,nM,158.49,CHEMBL2010636,pKi,,6.8,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C3CCCCCC3)C(=O)[C@@H]3CC=CC[C@H]23)cc1-c1ccc(C(=O)O)cc1,CHEMBL4205916,Ki,nM,1584.89,CHEMBL2010636,pKi,,5.8,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C3CCCCCC3)C(=O)[C@@H]3CC=CC[C@H]23)cc1-c1cccc(C(=O)O)c1,CHEMBL4203531,Ki,nM,7943.28,CHEMBL2010636,pKi,,5.1,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C3CCCCCC3)C(=O)[C@@H]3CC=CC[C@H]23)cc1OCCCCOc1ccc(-c2nnn[nH]2)cc1,CHEMBL2326941,Ki,nM,3.981,CHEMBL2010636,pKi,,8.4,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C3CCCCCC3)C(=O)[C@@H]3CC=CC[C@H]23)cc1-c1ccc(C(=O)NCC(N)=O)cc1F,CHEMBL4573706,Ki,nM,1995.26,CHEMBL2010636,pKi,,5.7,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1cc(C(=O)NCC(N)=O)ccc1-c1cc(C2=NN(C3CCCCCC3)C(=O)[C@@H]3CC=CC[C@H]23)ccc1OC,CHEMBL4573906,Ki,nM,7943.28,CHEMBL2010636,pKi,,5.1,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C3CCCCCC3)C(=O)[C@@H]3CC=CC[C@H]23)cc1-c1ccc(C(=O)NCC(N)=O)c(F)c1,CHEMBL4556148,Ki,nM,794.33,CHEMBL2010636,pKi,,6.1,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C3CCCCCC3)C(=O)[C@@H]3CC=CC[C@H]23)cc1-c1ccc(C(=O)NCC(N)=O)c(C)c1,CHEMBL4587960,Ki,nM,1995.26,CHEMBL2010636,pKi,,5.7,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1cc(-c2cc(C3=NN(C4CCCCCC4)C(=O)[C@@H]4CC=CC[C@H]34)ccc2OC)ccc1C(=O)NCC(N)=O,CHEMBL4544409,Ki,nM,6309.57,CHEMBL2010636,pKi,,5.2,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C3CCCCCC3)C(=O)[C@@H]3CC=CC[C@H]23)cc1-c1ccc2c(c1)CNC2=O,CHEMBL4543722,Ki,nM,1584.89,CHEMBL2010636,pKi,,5.8,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COCCN1Cc2cc(-c3cc(C4=NN(C5CCCCCC5)C(=O)[C@@H]5CC=CC[C@H]45)ccc3OC)ccc2C1=O,CHEMBL4441002,Ki,nM,1258.93,CHEMBL2010636,pKi,,5.9,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C3CCCCCC3)C(=O)[C@@H]3CC=CC[C@H]23)cc1-c1ccc2c(c1)CN(CC(N)=O)C2=O,CHEMBL4551476,Ki,nM,1258.93,CHEMBL2010636,pKi,,5.9,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C(C)C)C(=O)[C@@H]3CC=CC[C@H]23)cc1-c1ccc(C(N)=O)s1,CHEMBL4476056,Ki,nM,10000.0,CHEMBL2010636,pKi,,5.0,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,C#Cc1cc(C2=NN(C3CCCCCC3)C(=O)[C@@H]3CC=CC[C@H]23)ccc1OC,CHEMBL4449673,Ki,nM,3981.07,CHEMBL2010636,pKi,,5.4,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C3CCCCCC3)C(=O)[C@@H]3CC=CC[C@H]23)cc1C#CC(N)=O,CHEMBL4465919,Ki,nM,630.96,CHEMBL2010636,pKi,,6.2,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,CCCCNC(=O)C#Cc1cc(C2=NN(C3CCCCCC3)C(=O)[C@@H]3CC=CC[C@H]23)ccc1OC,CHEMBL4519708,Ki,nM,398.11,CHEMBL2010636,pKi,,6.4,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COCCNC(=O)C#Cc1cc(C2=NN(C3CCCCCC3)C(=O)[C@@H]3CC=CC[C@H]23)ccc1OC,CHEMBL4520514,Ki,nM,794.33,CHEMBL2010636,pKi,,6.1,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C3CCCCCC3)C(=O)[C@@H]3CC=CC[C@H]23)cc1C#CC(=O)N1CCOCC1,CHEMBL4467085,Ki,nM,1000.0,CHEMBL2010636,pKi,,6.0,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C3CCCCCC3)C(=O)[C@@H]3CC=CC[C@H]23)cc1C#CC(=O)NCc1ccco1,CHEMBL4464777,Ki,nM,501.19,CHEMBL2010636,pKi,,6.3,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C3CCCCCC3)C(=O)[C@@H]3CC=CC[C@H]23)cc1C#CC(=O)NCC(N)=O,CHEMBL4473824,Ki,nM,630.96,CHEMBL2010636,pKi,,6.2,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C(C)C)C(=O)[C@@H]3CC=CC[C@H]23)cc1-c1ccc(C(=O)NCC(N)=O)cc1,CHEMBL4204999,Ki,nM,100.0,CHEMBL2010636,pKi,,7.0,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C3CCCCCC3)C(=O)[C@@H]3CC=CC[C@H]23)cc1-c1ccc(C(=O)NCC(N)=O)cc1,CHEMBL4210475,Ki,nM,100.0,CHEMBL2010636,pKi,,7.0,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C(C)C)C(=O)[C@@H]3CC=CC[C@H]23)cc1C#CC(=O)NCC1CCC1,CHEMBL4473629,Ki,nM,316.23,CHEMBL2010636,pKi,,6.5,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C(C)C)C(=O)[C@@H]3CC=CC[C@H]23)cc1C#CC(=O)NCC1CC1,CHEMBL4565967,Ki,nM,398.11,CHEMBL2010636,pKi,,6.4,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,CCCCNC(=O)C#Cc1cc(C2=NN(C(C)C)C(=O)[C@@H]3CC=CC[C@H]23)ccc1OC,CHEMBL4522881,Ki,nM,316.23,CHEMBL2010636,pKi,,6.5,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C(C)C)C(=O)[C@@H]3CC=CC[C@H]23)cc1C#CC(N)=O,CHEMBL4463356,Ki,nM,501.19,CHEMBL2010636,pKi,,6.3,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C(C)C)C(=O)[C@@H]3CC=CC[C@H]23)cc1C#CC(=O)NCCC#N,CHEMBL4562476,Ki,nM,1000.0,CHEMBL2010636,pKi,,6.0,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C(C)C)C(=O)[C@@H]3CC=CC[C@H]23)cc1C#CC(=O)N1CC(C#N)C1,CHEMBL4453613,Ki,nM,630.96,CHEMBL2010636,pKi,,6.2,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C(C)C)C(=O)[C@@H]3CC=CC[C@H]23)cc1C#CC(=O)NCC1CCCO1,CHEMBL4583339,Ki,nM,398.11,CHEMBL2010636,pKi,,6.4,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C(C)C)C(=O)[C@@H]3CC=CC[C@H]23)cc1C#CC(=O)N1CCOCC1,CHEMBL4472788,Ki,nM,1000.0,CHEMBL2010636,pKi,,6.0,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C(C)C)C(=O)[C@@H]3CC=CC[C@H]23)cc1C#CC(=O)Nc1cnn(C)n1,CHEMBL4471782,Ki,nM,2511.89,CHEMBL2010636,pKi,,5.6,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C(C)C)C(=O)[C@@H]3CC=CC[C@H]23)cc1C#CC(=O)Nc1ccn(CCCC#N)n1,CHEMBL4520014,Ki,nM,794.33,CHEMBL2010636,pKi,,6.1,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C(C)C)C(=O)[C@@H]3CC=CC[C@H]23)cc1C#CC(=O)NCc1ccco1,CHEMBL4444414,Ki,nM,125.89,CHEMBL2010636,pKi,,6.9,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C(C)C)C(=O)[C@@H]3CC=CC[C@H]23)cc1C#CC(=O)NCc1ccc(C)o1,CHEMBL4439032,Ki,nM,199.53,CHEMBL2010636,pKi,,6.7,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C(C)C)C(=O)[C@@H]3CC=CC[C@H]23)cc1C#CC(=O)NCc1cccs1,CHEMBL4521383,Ki,nM,125.89,CHEMBL2010636,pKi,,6.9,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C(C)C)C(=O)[C@@H]3CC=CC[C@H]23)cc1C#CC(=O)NCCc1cccs1,CHEMBL4439798,Ki,nM,398.11,CHEMBL2010636,pKi,,6.4,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C(C)C)C(=O)[C@@H]3CC=CC[C@H]23)cc1C#CC(=O)NCc1csc(C)n1,CHEMBL4566533,Ki,nM,316.23,CHEMBL2010636,pKi,,6.5,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C(C)C)C(=O)[C@@H]3CC=CC[C@H]23)cc1C#CC(=O)NCCc1nccs1,CHEMBL4516631,Ki,nM,251.19,CHEMBL2010636,pKi,,6.6,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C(C)C)C(=O)[C@@H]3CC=CC[C@H]23)cc1C#CC(=O)NCc1sc(C)nc1C,CHEMBL4445489,Ki,nM,199.53,CHEMBL2010636,pKi,,6.7,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C(C)C)C(=O)[C@@H]3CC=CC[C@H]23)cc1C#CC(=O)NCc1cnn(C)c1,CHEMBL4439778,Ki,nM,125.89,CHEMBL2010636,pKi,,6.9,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C(C)C)C(=O)[C@@H]3CC=CC[C@H]23)cc1C#CC(=O)NCCCn1ccnc1,CHEMBL4435831,Ki,nM,398.11,CHEMBL2010636,pKi,,6.4,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
B,COc1ccc(C2=NN(C(C)C)C(=O)[C@@H]3CC=CC[C@H]23)cc1C#CC(=O)NCc1ccccc1,CHEMBL4436770,Ki,nM,158.49,CHEMBL2010636,pKi,,6.8,Class 1 phosphodiesterase PDEB1,Trypanosoma brucei
